Model_Type,Architecture,Norm_Type,Group_Norm_Groups,Total_Params,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
Flat MLP + GroupNorm + Auxiliary Multiplicity Head (10-fold ensemble),"(20, 20, 20)",GroupNorm (adapted for flat layers),8,766932,8.0,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,70,"[52, 66, 64, 62, 75, 95, 72, 66, 80, 64]",20,mean,10,16,0.001,0.0011182864313013853,3.237700704195966e-05,0.0012374128331430257,6.11173764711972e-05,-0.36506687084833783,0.06295909668430008,-0.5027281002203623,0.05537298979555174,0.0018645433010533452,-1.3628384264615865,0.02764604613184929,0.609421968460083,0.0009997226297855377,-0.14379880863886613,0.012392953038215637,0.8582200270432693,33.333333333333336,96,353,630,0.003340522676201848,60.74939048983091,-0.6120548537327566,444.2835042992022,517.6261534647209,0.09151283452915977,0.18800586347803566,0.10074152680906659
