Model_Type,Architecture,Norm_Type,Group_Norm_Groups,Total_Params,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used,Best_Epoch_Per_Fold,Early_Stop_Patience,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE,Test_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
Flat MLP + GroupNorm + Auxiliary Multiplicity Head,"(512, 256, 128)",GroupNorm (adapted for flat layers),8,8059520,8.0,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,66,"[54, 41, 118, 42, 51, 72, 62, 53, 65, 93]",20,10,16,0.001,0.00017241096138604918,5.143358028027704e-05,0.000900187500519678,7.323792654792247e-05,0.7957617561022441,0.06114296321386251,0.01248799204826355,0.06174981253931661,0.0008438164368271828,0.03734601231721731,0.006439414341002703,0.9806941747665405,37.03703703703704,135,314,364
