Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,161,10.930074677528852,16.914619487442707,0.0029874285714285675
0.02,1473,202,13.713509843856077,21.039827647132917,0.005607970297029714
0.05,1473,272,18.46571622539036,26.68916518299888,0.012592838235294125
