Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,70,4.752206381534283,11.486833259706412,0.004535128571428567
0.02,1473,95,6.449422946367957,13.918674973463869,0.0075820315789473965
0.05,1473,162,10.9979633401222,19.28643856266906,0.019456895061728433
