Model_Type,Architecture,Norm_Type,Group_Norm_Groups,Total_Params,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used,Best_Epoch_Per_Fold,Early_Stop_Patience,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE,Test_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
Flat MLP + GroupNorm + Auxiliary Multiplicity Head,"(10, 10, 10)",GroupNorm (adapted for flat layers),8,397602,8.0,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,140,"[144, 149, 150, 150, 83, 150, 140, 150, 132, 150]",20,10,16,0.001,0.0011884655337780713,5.2621553369091635e-05,0.001218076515942812,7.478291899924029e-05,-0.4601440513134003,0.07445046834518995,-0.5047779168023003,0.1512278994683888,0.0012811822816729546,-0.5613466386611645,0.02138977125287056,0.3915311396121979,27.868852459016395,61,388,615
