Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Total_Params_Per_Model,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE
1D CNN (10-fold ensemble),"(32, 64, 128, 64, 32)","(1, 2, 4, 2, 1)",9,reflect,186145,100,55,"[77, 49, 36, 43, 42, 54, 49, 59, 71, 62]",15,5.0,10,16,0.001,0.00027560619491850957,4.5779220011579684e-05,0.0005263145954813808,0.00011296860634721223,0.7264942909758767,0.041812625052723734,0.5411137976911333,0.08410394569424512,0.00039237324381247163,0.6456786543130875,0.0060004438273608685,0.0003394470550119877,0.6978362810153228,0.0062535288743674755
