Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Transformer_Dropout,N_Bins,Bin_Size,Positional_Encoding,Total_Params_Per_Model,Gradient_Clip_Norm,LR_Scheduler_Factor,LR_Scheduler_Patience,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
"Transformer (Johnson & Tipirneni-Sajja 2024 adaptation, 10-fold ensemble)",128,4,3,512,0.1,64,64,False,669120,1.0,0.5,10,0.0,0.0,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",300,206,"[254, 246, 186, 224, 197, 222, 185, 183, 163, 200]",25,mean,10,32,0.001,0.00043827336048707366,5.4725063550036776e-05,0.0007213595148641616,5.2933463330858275e-05,0.5433857675393423,0.061412795147419943,0.25766689989301894,0.04372438164895566,0.0007868737448006868,0.13153830514504358,0.00565656553953886,0.9760789275169373,0.0005974826635792851,0.3579879150940822,0.0038853671867400408,0.9896944486177884,34.895833333333336,192,257,36
