Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,320,21.724372029871013,36.10768087432512,0.002921878124999993
0.02,1473,356,24.1683638832315,39.336497878986634,0.0041626095505618
0.05,1473,411,27.90224032586558,43.960579317569454,0.007918128953771293
