Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm
451,Matched,1.2557033333333332,Triplet,1.2635445454545455,Multiplet,0.00784121212121236
451,Matched,3.7341499999999996,Quartet,3.7486622222222223,Multiplet,0.014512222222222704
451,Matched,4.721705,Doublet,4.7180425,Quartet,0.003662499999999902
451,Matched,7.023553333333333,Multiplet,7.0142,Singlet,0.009353333333333325
451,Matched,7.237585,Quartet,7.24613,Doublet,0.008544999999999803
451,Matched,8.45463,Singlet,8.457562,Multiplet,0.0029319999999994906
451,Spurious,,,3.6426,Singlet,
451,Spurious,,,7.1973,Singlet,
452,Matched,0.815434,Singlet,0.8164102,Multiplet,0.0009761999999999826
452,Matched,0.8606,Doublet,0.893559,Singlet,0.03295899999999996
452,Matched,1.15723,Singlet,1.1416080000000002,Multiplet,0.015621999999999803
452,Matched,1.2353575,Multiplet,1.21094,Singlet,0.024417500000000203
452,Matched,1.611201111111111,Multiplet,1.62598,Singlet,0.014778888888888897
452,Matched,2.28883,Quartet,2.32423,Triplet,0.0354000000000001
452,Matched,2.40357625,Multiplet,2.41212,Singlet,0.00854374999999985
452,Matched,3.6364924999999997,Quartet,3.638935,Doublet,0.002442500000000347
452,Matched,7.2668833333333325,Multiplet,7.261267999999999,Multiplet,0.0056153333333330835
452,Missed,1.0026088333333334,Multiplet,,,
452,Missed,1.3655650000000001,Multiplet,,,
452,Missed,1.7822370000000003,Multiplet,,,
452,Missed,2.0629975000000003,Multiplet,,,
452,Missed,4.6566,Triplet,,,
452,Missed,5.72024,Singlet,,,
452,Spurious,,,1.538095,Doublet,
452,Spurious,,,1.69434,Singlet,
452,Spurious,,,1.72852,Singlet,
453,Matched,6.79691,Singlet,6.787143333333333,Triplet,0.009766666666666701
453,Matched,7.30228,Singlet,7.30472,Singlet,0.0024399999999999977
453,Spurious,,,6.72611,Singlet,
453,Spurious,,,6.853059999999999,Doublet,
453,Spurious,,,7.19486,Singlet,
453,Spurious,,,7.23636,Singlet,
454,Matched,0.9692435,Doublet,0.944829,Singlet,0.024414500000000006
454,Matched,1.20118,Singlet,1.16456,Singlet,0.036619999999999875
454,Missed,1.4087,Singlet,,,
454,Missed,1.91529,Doublet,,,
454,Missed,3.98928,Singlet,,,
454,Missed,4.91946,Singlet,,,
454,Missed,5.0342,Singlet,,,
454,Spurious,,,1.2207075,Quartet,
454,Spurious,,,1.41114,Singlet,
455,Matched,5.423437142857142,Multiplet,5.42483,Singlet,0.0013928571428580838
455,Matched,6.0775033333333335,Triplet,6.06448,Doublet,0.01302333333333383
455,Missed,1.1108449999999999,Doublet,,,
455,Missed,1.14991,Singlet,,,
455,Missed,2.286385,Doublet,,,
455,Missed,2.3632925,Quartet,,,
455,Missed,2.7758933333333338,Triplet,,,
455,Spurious,,,1.160894,Multiplet,
455,Spurious,,,2.3230075,Quartet,
455,Spurious,,,2.72951,Singlet,
455,Spurious,,,2.77223,Quartet,
455,Spurious,,,5.379665,Doublet,
456,Matched,3.0520775,Multiplet,3.08351,Singlet,0.03143249999999975
456,Matched,3.50197,Multiplet,3.506693333333333,Triplet,0.004723333333333191
456,Matched,3.596616666666666,Multiplet,3.6255066666666664,Triplet,0.028890000000000526
456,Matched,3.8843,Singlet,3.8897899999999996,Quartet,0.005489999999999551
