Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Transformer_Dropout,N_Bins,Bin_Size,Positional_Encoding,Total_Params_Per_Model,Gradient_Clip_Norm,LR_Scheduler_Factor,LR_Scheduler_Patience,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
"Transformer (Johnson & Tipirneni-Sajja 2024 adaptation, 10-fold ensemble)",128,4,3,512,0.1,64,64,False,669120,1.0,0.5,10,8.0,0.5,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",300,106,"[37, 164, 35, 178, 185, 141, 45, 140, 33, 94]",25,mean,10,32,0.001,0.0007549210858996958,0.0004151279725675015,0.0010539109935052693,0.0002896403490447064,0.13393945068488886,0.5129789436021818,-0.1618880860010783,0.3917154397808459,0.0012639424530789256,-0.5240784493776468,0.012185894884169102,0.9692899584770203,0.0007359115406870842,0.17697836344058698,0.010266168043017387,0.9860511192908654,26.422764227642276,246,203,199
