Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,465,31.568228105906314,46.748013882463916,0.0033234107526881637
0.02,1473,528,35.84521384928717,50.559796526758745,0.004757905303030296
0.05,1473,641,43.51663272233537,59.207720753700386,0.009936954758190323
