Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,34,11,0.002663636363636333,55.0
451,0.02,20,34,12,0.003459166666666643,60.0
451,0.05,20,34,12,0.003459166666666643,60.0
452,0.01,86,28,14,0.004708571428571427,16.27906976744186
452,0.02,86,28,17,0.006893529411764713,19.767441860465116
452,0.05,86,28,21,0.01243971428571429,24.41860465116279
453,0.01,2,9,2,0.0024399999999999977,100.0
453,0.02,2,9,2,0.0024399999999999977,100.0
453,0.05,2,9,2,0.0024399999999999977,100.0
454,0.01,9,7,1,0.0024399999999999977,11.11111111111111
454,0.02,9,7,1,0.0024399999999999977,11.11111111111111
454,0.05,9,7,2,0.012206500000000009,22.22222222222222
455,0.01,22,24,6,0.002034999999999935,27.272727272727273
455,0.02,22,24,7,0.004535714285714246,31.818181818181817
455,0.05,22,24,9,0.011123333333333325,40.90909090909091
456,0.01,58,21,9,0.002985555555555525,15.517241379310345
456,0.02,58,21,13,0.006198461538461563,22.413793103448278
456,0.05,58,21,20,0.014283500000000005,34.48275862068966
457,0.01,34,26,17,0.002727647058823557,50.0
457,0.02,34,26,18,0.0032544444444444487,52.94117647058823
457,0.05,34,26,24,0.010985416666666683,70.58823529411765
458,0.01,30,18,4,0.0018324999999999037,13.333333333333334
458,0.02,30,18,7,0.007671428571428583,23.333333333333332
458,0.05,30,18,12,0.02054833333333328,40.0
459,0.01,43,30,4,0.0012199999999999989,9.30232558139535
459,0.02,43,30,5,0.00341800000000001,11.627906976744185
459,0.05,43,30,5,0.00341800000000001,11.627906976744185
460,0.01,1,4,1,0.0024399999999999977,100.0
460,0.02,1,4,1,0.0024399999999999977,100.0
460,0.05,1,4,1,0.0024399999999999977,100.0
461,0.01,18,8,7,0.0010471428571428656,38.888888888888886
461,0.02,18,8,7,0.0010471428571428656,38.888888888888886
461,0.05,18,8,8,0.005798750000000019,44.44444444444444
462,0.01,27,17,8,0.004271249999999949,29.62962962962963
462,0.02,27,17,11,0.007989999999999902,40.74074074074074
462,0.05,27,17,15,0.014485333333333314,55.55555555555556
463,0.01,39,8,7,0.003139999999999889,17.94871794871795
463,0.02,39,8,7,0.003139999999999889,17.94871794871795
463,0.05,39,8,8,0.005493749999999908,20.512820512820515
464,0.01,37,53,24,0.0038654166666667045,64.86486486486487
464,0.02,37,53,28,0.005405714285714339,75.67567567567568
464,0.05,37,53,33,0.009025454545454588,89.1891891891892
465,0.01,97,42,23,0.003290869565217393,23.711340206185568
465,0.02,97,42,26,0.004601153846153851,26.804123711340207
465,0.05,97,42,31,0.009529290322580656,31.95876288659794
466,0.01,14,19,9,0.004338888888888892,64.28571428571429
466,0.02,14,19,9,0.004338888888888892,64.28571428571429
466,0.05,14,19,10,0.007323000000000013,71.42857142857143
467,0.01,39,18,12,0.0046779999999999695,30.76923076923077
467,0.02,39,18,15,0.0066710666666666436,38.46153846153846
467,0.05,39,18,17,0.009476999999999965,43.58974358974359
468,0.01,32,22,7,0.003488571428571444,21.875
468,0.02,32,22,7,0.003488571428571444,21.875
468,0.05,32,22,9,0.009494444444444423,28.125
469,0.01,11,11,3,0.0016266666666666652,27.272727272727273
469,0.02,11,11,3,0.0016266666666666652,27.272727272727273
469,0.05,11,11,4,0.00854250000000012,36.36363636363637
470,0.01,16,28,6,0.0016266666666666652,37.5
470,0.02,16,28,6,0.0016266666666666652,37.5
470,0.05,16,28,7,0.007324285714285672,43.75
471,0.01,71,29,14,0.00401107142857141,19.718309859154928
471,0.02,71,29,18,0.00651027777777774,25.35211267605634
471,0.05,71,29,20,0.00915519999999997,28.169014084507044
472,0.01,89,56,22,0.0032182272727272324,24.719101123595507
472,0.02,89,56,24,0.004170749999999955,26.96629213483146
472,0.05,89,56,28,0.008109214285714246,31.46067415730337
473,0.01,24,33,14,0.00191878571428572,58.333333333333336
473,0.02,24,33,19,0.005526473684210524,79.16666666666667
473,0.05,24,33,21,0.007906809523809531,87.5
474,0.01,41,27,13,0.0035681538461538576,31.70731707317073
474,0.02,41,27,18,0.006781444444444463,43.90243902439025
474,0.05,41,27,23,0.011782565217391319,56.09756097560975
475,0.01,7,29,6,0.0032566666666666855,85.71428571428571
475,0.02,7,29,6,0.0032566666666666855,85.71428571428571
475,0.05,7,29,7,0.005930000000000086,100.0
