Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Dropout,Input_Channels,Bin_Size_Input_Dim,N_Bins_Per_Channel,Positional_Encoding,Total_Params_Final_Model,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Folds,Batch_Size,Optimizer,Loss_Function,Ensemble_Used,N_Train_Pool,N_Test,Mean_CV_Train_Loss,Mean_CV_Val_Loss,Std_CV_Val_Loss,Mean_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
"Transformer (Johnson & Tipirneni-Sajja 2024, unmodified hyperparameters; 60/90 MHz as separate channels concatenated per bin)",128,4,3,512,0.1,2,64,64,False,619584,500,232,"[223, 221, 124, 199, 257, 200, 356, 212, 335, 187]",25,10,32,Adam (default lr),MSELoss,False,450,52,0.0003872995261917822,0.0006357979288764505,8.372496347765089e-05,0.5719986520431659,0.38084434774186876,0.04782171666424622,0.000591966207139194,0.3870984625357848,0.00648733414709568,31.753554502369667,211,238,111
