Fold,Epoch,Train_Loss_MSE,Val_Loss_MSE
1,1,0.0018285369733348489,0.00183350988663733
1,2,0.0016150756273418665,0.0016214509960263968
1,3,0.001452229917049408,0.0014600687427446246
1,4,0.0013279446866363287,0.0013371288077905774
1,5,0.0012328187003731728,0.001243281876668334
1,6,0.0011600201250985265,0.001171631389297545
1,7,0.0011044193524867296,0.001117027597501874
1,8,0.0010620481334626675,0.0010754868853837252
1,9,0.0010297830449417233,0.001043907250277698
1,10,0.0010053616715595126,0.0010200781980529428
1,11,0.0009869911009445786,0.0010022381320595741
1,12,0.0009731737663969398,0.000988777494058013
1,13,0.00096285151084885,0.0009788461029529572
1,14,0.000955156167037785,0.000971345929428935
1,15,0.0009494916303083301,0.0009661094518378377
1,16,0.0009453078964725137,0.0009620767086744308
1,17,0.0009422494913451374,0.0009592188289389014
1,18,0.0009400355629622936,0.0009572736453264952
1,19,0.0009384219301864505,0.0009557441808283329
1,20,0.0009372610948048532,0.0009547221707180142
1,21,0.0009364198194816709,0.000953852606471628
1,22,0.0009358341922052205,0.0009533882257528603
1,23,0.0009354170761071146,0.0009529120288789272
1,24,0.0009351390763185918,0.0009527642978355289
1,25,0.000934916315600276,0.0009524288470856845
1,26,0.0009347839513793588,0.0009523920016363263
1,27,0.0009346794104203582,0.0009523914195597172
1,28,0.0009346130536869168,0.0009522422915324569
1,29,0.000934561132453382,0.0009523184271529317
1,30,0.0009345239959657192,0.0009522095788270235
1,31,0.0009345048456452787,0.0009522188338451087
1,32,0.0009344996069557965,0.0009522022446617484
1,33,0.0009344814461655915,0.0009522030595690012
1,34,0.0009344810387119651,0.0009522359468974173
1,35,0.000934475683607161,0.0009522082982584834
1,36,0.0009344674763269722,0.0009521564352326095
1,37,0.0009344620630145073,0.0009521630126982927
1,38,0.000934466952458024,0.0009520761668682098
1,39,0.000934460258577019,0.0009521503234282136
1,40,0.0009344634599983692,0.0009520624880678952
1,41,0.0009344667778350413,0.000952149392105639
1,42,0.0009344659047201276,0.0009520765743218362
1,43,0.0009344611316919327,0.000952218659222126
1,44,0.0009344627032987773,0.0009522376349195838
1,45,0.0009344668942503631,0.0009522457839921117
1,46,0.0009344680584035814,0.0009522175532765687
1,47,0.0009344693389721215,0.0009521410102024674
1,48,0.0009344887221232057,0.0009521901956759393
1,49,0.0009345023427158594,0.0009522170876152813
1,50,0.0009344639838673174,0.000952203175984323
1,51,0.000934464973397553,0.0009521442698314786
1,52,0.0009344554855488241,0.0009521815227344632
1,53,0.0009344606078229845,0.0009521633037365973
1,54,0.0009344801655970514,0.0009522205218672752
1,55,0.000934471026994288,0.0009519585873931646
1,56,0.0009344660211354494,0.0009521246538497508
1,57,0.0009344653226435184,0.0009521683095954359
1,58,0.000934467650949955,0.0009521265164949
1,59,0.00093447370454669,0.0009521588799543679
1,60,0.0009344717836938798,0.0009522112086415291
1,61,0.0009344639256596565,0.0009521624306216836
1,62,0.0009344675927422941,0.0009522478794679046
1,63,0.0009344731806777418,0.0009521537576802075
1,64,0.0009344610152766109,0.00095219851937145
1,65,0.0009344692807644606,0.0009521222091279924
1,66,0.0009344674181193113,0.0009521334432065487
1,67,0.0009344738791696727,0.000952039030380547
1,68,0.0009344749269075692,0.0009521339670754969
1,69,0.000934469630010426,0.0009521366446278989
1,70,0.0009344633435830474,0.0009522039908915758
1,71,0.0009344751597382128,0.0009520477615296841
1,72,0.0009344664867967367,0.0009522063191980124
1,73,0.0009344771970063448,0.0009521577740088105
1,74,0.0009344564168713987,0.0009522679611109197
1,75,0.0009344662539660931,0.0009520259918645024
1,76,0.0009344769641757011,0.0009522877517156303
1,77,0.000934487150516361,0.0009522485779598355
1,78,0.0009344656718894839,0.0009522439213469625
1,79,0.0009344779537059367,0.0009522737236693501
1,80,0.0009344789432361722,0.0009521448519080877
1,81,0.0009344802820123732,0.0009522335603833199
1,82,0.0009344681748189032,0.0009521857718937099
1,83,0.0009344661957584321,0.0009523045155219734
1,84,0.0009344690479338169,0.0009522570762783289
1,85,0.0009344583377242088,0.000952212605625391
1,86,0.0009344744612462819,0.000952264410443604
1,87,0.0009344682330265641,0.0009523240732960403
1,88,0.0009344666032120585,0.0009521925239823759
1,89,0.0009344632271677256,0.0009521186584606767
1,90,0.0009344686986878514,0.0009521484607830644
1,91,0.0009344657883048058,0.0009520913590677083
1,92,0.0009344728314317763,0.000952189089730382
1,93,0.0009344714926555753,0.0009521542815491557
1,94,0.0009344701538793743,0.0009522088803350925
1,95,0.000934460898861289,0.0009523414191789925
1,96,0.0009344792342744768,0.0009523198241367936
1,97,0.0009344763238914311,0.0009522981708869338
1,98,0.0009344680001959205,0.0009522070176899433
1,99,0.0009344709105789661,0.0009523193584755063
1,100,0.0009344833670184016,0.0009522202890366316
1,101,0.0009344624704681337,0.0009521589963696897
1,102,0.0009344670106656849,0.0009520977619104087
1,103,0.000934458861593157,0.0009521437459625304
1,104,0.0009344632853753865,0.0009522378095425665
1,105,0.000934472365770489,0.0009521308238618076
1,106,0.0009344799909740686,0.0009521968895569444
1,107,0.0009344659047201276,0.0009522274485789239
1,108,0.0009344751015305519,0.0009522723266854882
1,109,0.0009344847057946026,0.0009523351909592748
1,110,0.0009344840655103326,0.0009520244202576578
1,111,0.0009344948921352625,0.0009522034670226276
1,112,0.0009344809222966433,0.0009521938627585769
1,113,0.000934472365770489,0.0009522531181573868
1,114,0.0009344795253127813,0.0009522089967504144
1,115,0.0009344762074761093,0.0009522149339318275
1,116,0.000934464973397553,0.0009520247112959623
1,117,0.000934476382099092,0.0009520298335701227
1,118,0.0009344734717160463,0.000952176982536912
1,119,0.0009344655554741621,0.0009521247120574117
1,120,0.0009344869758933783,0.0009521774481981993
1,121,0.0009344755671918392,0.0009520601015537977
1,122,0.0009344645077362657,0.0009520797757431865
1,123,0.0009344639838673174,0.000952099566347897
1,124,0.0009344776044599712,0.0009521170286461711
1,125,0.0009344688151031733,0.0009522084146738052
1,126,0.0009344812715426087,0.0009520841995254159
1,127,0.0009344795835204422,0.0009520584717392921
1,128,0.000934469630010426,0.0009520899038761854
1,129,0.0009344740537926555,0.0009522177278995514
1,130,0.0009344717254862189,0.0009521398460492492
1,131,0.0009344704449176788,0.0009522807667963207
1,132,0.0009344881400465965,0.0009520421153865755
1,133,0.0009344858699478209,0.0009521740721538663
1,134,0.0009344856371171772,0.0009520874009467661
1,135,0.0009344790014438331,0.0009523603948764503
1,136,0.0009344713180325925,0.0009521723259240389
1,137,0.0009344664867967367,0.0009522928739897907
1,138,0.0009344755671918392,0.0009522796608507633
1,139,0.0009344650898128748,0.0009522535838186741
1,140,0.0009344677673652768,0.0009521464817225933
1,141,0.0009344614809378982,0.0009522363543510437
1,142,0.000934468291234225,0.0009521806496195495
1,143,0.0009344722493551672,0.0009521936881355941
1,144,0.0009344813297502697,0.0009522448526695371
1,145,0.0009344807476736605,0.0009522526524960995
1,146,0.0009344794671051204,0.000952204572968185
1,147,0.0009344769059680402,0.000952228088863194
1,148,0.0009344706777483225,0.0009522041655145586
1,149,0.0009344809805043042,0.0009522839682176709
1,150,0.000934495241381228,0.0009521726751700044
2,1,0.0018235078314319253,0.0018827100284397602
2,2,0.0016100620850920677,0.0016698058461770415
2,3,0.0014473258052021265,0.001507303910329938
2,4,0.0013231614138931036,0.0013832973781973124
2,5,0.0012282179668545723,0.0012886066688224673
2,6,0.0011554653756320477,0.0012160607147961855
2,7,0.0010998692596331239,0.0011606699554249644
2,8,0.001057530171237886,0.0011184551985934377
2,9,0.0010253085056319833,0.0010864045470952988
2,10,0.001000911695882678,0.0010622526751831174
2,11,0.0009825262241065502,0.0010438632452860475
2,12,0.0009687632555142045,0.001030224491842091
2,13,0.0009584106155671179,0.0010200506076216698
2,14,0.0009507462382316589,0.001012412249110639
2,15,0.000945056090131402,0.0010067529510706663
2,16,0.0009408863843418658,0.0010026507079601288
2,17,0.0009378319955430925,0.000999667914584279
2,18,0.0009356042137369514,0.0009974923450499773
2,19,0.0009339983807876706,0.0009959873277693987
2,20,0.0009328400483354926,0.0009949341183528304
2,21,0.0009319893433712423,0.0009940614691004157
2,22,0.0009313953341916203,0.0009934247937053442
2,23,0.0009309679735451937,0.0009930735686793923
2,24,0.0009306712308898568,0.0009928737999871373
2,25,0.0009304685518145561,0.00099270511418581
2,26,0.0009303271654061973,0.0009925126796588302
2,27,0.0009302510297857225,0.0009925920749083161
2,28,0.000930170645006001,0.0009923935867846012
2,29,0.0009301156387664378,0.0009924753103405237
2,30,0.0009300925303250551,0.0009923186153173447
2,31,0.0009300637757405639,0.0009924646001309156
2,32,0.0009300411911681294,0.0009925193153321743
2,33,0.0009300398523919284,0.0009923435281962156
2,34,0.0009300308884121478,0.0009923952165991068
2,35,0.0009300207020714879,0.0009923055768013
2,36,0.000930021982640028,0.000992368906736374
2,37,0.0009300181409344077,0.000992456916719675
2,38,0.0009300186648033559,0.0009922219906002283
2,39,0.0009300182573497295,0.0009924867190420628
2,40,0.0009300255915150046,0.0009922559838742018
2,41,0.0009300266392529011,0.000992274610325694
2,42,0.0009300372330471873,0.0009923416655510664
2,43,0.0009300233796238899,0.0009923983598127961
2,44,0.0009300336241722107,0.0009925104677677155
2,45,0.0009300202364102006,0.000992468325421214
2,46,0.0009300251258537173,0.0009923760080710053
2,47,0.0009300161036662757,0.0009924122132360935
2,48,0.0009300215751864016,0.0009924437617883086
2,49,0.0009300245437771082,0.0009925379417836666
