Model_Type,Channels,Kernel_Size,Total_Params,Max_Epochs_Per_Fold,Final_Epochs_Used,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE
1D CNN,"(32, 64, 128, 64, 32)",9,186145,100,54,"[50, 47, 38, 74, 36, 56, 42, 76, 54, 61]",15,5,10,16,0.001,0.00044346,6.119653588616671e-05,0.000586074,0.00010798,0.5874173080332484,0.053527483,0.47688665072123204,0.1196283892338987,0.000509149,0.5212873575779108,0.005780971
