Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,1436,97.48811948404617,98.77964597996115,0.002558556406685228
0.02,1473,1460,99.11744738628649,99.72442484892409,0.0027472445205479366
0.05,1473,1471,99.8642226748133,99.9603489294211,0.0029275370496260962
