Model_Type,Architecture,Norm_Type,Group_Norm_Groups,Total_Params,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used,Best_Epoch_Per_Fold,Early_Stop_Patience,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE,Test_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
Flat MLP + GroupNorm + Auxiliary Multiplicity Head,"(5, 5, 5)",GroupNorm (adapted for flat layers),8,213087,8.0,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,150,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150]",20,10,16,0.001,0.01939676534384489,7.190232822256014e-05,0.019255718402564525,6.818950121819331e-05,-29.11443497669549,0.18504881557108646,-28.890813695059883,1.7066284464909434,0.050044767558574677,-72.46329237864568,0.21886271238327026,0.47408825159072876,33.333333333333336,3,446,101
