architecture,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std
"(10, 10, 10)",0.0008579577202908695,1.735099513343165e-05,0.0023515742621384563,0.004100816596490375,0.0831551618874073,0.015778568225113,-1.5724956144578754,4.49799988142437
