Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm
451,Matched,1.2557033333333332,Triplet,1.29395,Doublet,0.03824666666666676
451,Matched,3.7341499999999996,Quartet,3.710345,Quartet,0.023804999999999854
451,Matched,4.721705,Doublet,4.710435384615384,Multiplet,0.011269615384615683
451,Matched,7.237585,Quartet,7.2516225,Quartet,0.014037499999999703
451,Matched,8.45463,Singlet,8.43852,Multiplet,0.016109999999999403
451,Missed,7.023553333333333,Multiplet,,,
451,Spurious,,,0.886235,Singlet,
451,Spurious,,,1.2163160000000002,Multiplet,
451,Spurious,,,1.33546,Singlet,
451,Spurious,,,3.7909124999999997,Quartet,
451,Spurious,,,3.8598850000000002,Doublet,
451,Spurious,,,3.90627,Singlet,
451,Spurious,,,4.00881,Singlet,
451,Spurious,,,4.06496,Singlet,
451,Spurious,,,4.25458,Triplet,
451,Spurious,,,4.44094,Doublet,
451,Spurious,,,4.48244,Singlet,
451,Spurious,,,4.586205,Doublet,
451,Spurious,,,4.841333999999999,Multiplet,
451,Spurious,,,4.918482,Multiplet,
452,Matched,1.3655650000000001,Multiplet,1.40382,Singlet,0.03825499999999993
452,Matched,2.28883,Quartet,2.334,Singlet,0.045170000000000154
452,Matched,2.40357625,Multiplet,2.3816050000000004,Doublet,0.021971249999999554
452,Matched,3.6364924999999997,Quartet,3.6426,Singlet,0.0061075000000001545
452,Matched,7.2668833333333325,Multiplet,7.301173636363637,Multiplet,0.03429030303030434
452,Missed,0.815434,Singlet,,,
452,Missed,0.8606,Doublet,,,
452,Missed,1.0026088333333334,Multiplet,,,
452,Missed,1.15723,Singlet,,,
452,Missed,1.2353575,Multiplet,,,
452,Missed,1.611201111111111,Multiplet,,,
452,Missed,1.7822370000000003,Multiplet,,,
452,Missed,2.0629975000000003,Multiplet,,,
452,Missed,4.6566,Triplet,,,
452,Missed,5.72024,Singlet,,,
452,Spurious,,,0.720218,Singlet,
452,Spurious,,,0.751957,Singlet,
452,Spurious,,,0.8403362,Multiplet,
452,Spurious,,,0.974126,Singlet,
452,Spurious,,,1.1564166666666666,Triplet,
452,Spurious,,,1.55274,Singlet,
452,Spurious,,,1.7138733333333331,Triplet,
452,Spurious,,,6.33548,Singlet,
453,Matched,6.79691,Singlet,6.839633999999999,Multiplet,0.04272399999999976
453,Matched,7.30228,Singlet,7.29343375,Multiplet,0.0088462499999995
453,Spurious,,,6.39163,Singlet,
453,Spurious,,,6.74442,Doublet,
