Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,417,28.30957230142566,43.60522063519978,0.0033253237410071942
0.02,1473,471,31.975560081466394,47.4317981821007,0.00473750530785563
0.05,1473,600,40.73319755600814,54.752511246833265,0.01104325166666667
