Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Transformer_Dropout,N_Bins,Bin_Size,Positional_Encoding,Total_Params_Per_Model,Gradient_Clip_Norm,LR_Scheduler_Factor,LR_Scheduler_Patience,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
"Transformer (Johnson & Tipirneni-Sajja 2024 adaptation, 10-fold ensemble)",128,4,3,512,0.1,64,64,False,669120,1.0,0.5,10,8.0,0.5,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",300,74,"[23, 169, 31, 179, 32, 38, 36, 87, 33, 105]",25,mean,10,32,0.001,0.0010115199722349644,0.00038699164979615877,0.0011907926760613917,0.0002542115017092575,-0.17408704258777477,0.47558344533137387,-0.3504682754145728,0.3458976566372499,0.0014414424076676369,-0.6927002450594535,0.01658453419804573,0.9720459580421448,0.0008893556660041213,-0.018624225488075845,0.01384132169187069,0.9860698993389423,22.676579925650557,269,180,248
