Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,410,27.834351663272233,41.76804102199875,0.0035012268292682887
0.02,1473,507,34.419551934826885,48.21851213321558,0.005763974358974354
0.05,1473,615,41.75152749490835,54.60723485476,0.010571445528455282
