Compound_ID,Simulated_Total_Area,Predicted_Total_Area,Area_Abs_Error,Area_Pct_Error
451,0.029099972918629646,0.05641094967722893,0.02731097675859928,93.85224115145118
452,0.07194775342941284,0.06225336715579033,0.009694386273622513,13.474202892427448
453,0.0073159234598279,0.0172000490128994,0.009884125553071499,135.10427777635624
454,0.014492329210042953,0.03801176697015762,0.02351943776011467,162.28887309443724
455,0.029827583581209183,0.05368237942457199,0.023854795843362808,79.97562316241695
456,0.031690292060375214,0.05879977345466614,0.027109481394290924,85.54506642804967
457,0.03414031118154526,0.062416039407253265,0.028275728225708008,82.8221162816835
458,0.019512102007865906,0.04216242954134941,0.022650327533483505,116.08348257072707
459,0.03609441593289375,0.06630214303731918,0.03020772710442543,83.69085999503974
460,0.0036583077162504196,0.011641137301921844,0.007982829585671425,218.2109927552355
461,0.016847185790538788,0.032933078706264496,0.016085892915725708,95.48118668436236
462,0.025541242212057114,0.047033123672008514,0.0214918814599514,84.14579557843842
463,0.038353048264980316,0.037743061780929565,0.0006099864840507507,1.5904511157401842
464,0.08875694870948792,0.10236339271068573,0.013606444001197815,15.330004240832265
465,0.08725884556770325,0.09349489212036133,0.006236046552658081,7.14660675612491
466,0.0176810622215271,0.038129862397909164,0.020448800176382065,115.65368596172452
467,0.03441549837589264,0.07263007014989853,0.03821457177400589,111.03884464092033
468,0.031082915142178535,0.05308118462562561,0.021998269483447075,70.77286471627018
469,0.013406947255134583,0.03048630803823471,0.017079360783100128,127.3918697379755
470,0.02094171568751335,0.049333713948726654,0.028391998261213303,135.57627600752042
471,0.05121329426765442,0.08759162575006485,0.03637833148241043,71.03298470176027
472,0.08952562510967255,0.10251981019973755,0.012994185090065002,14.514486856859804
473,0.042357005178928375,0.061159685254096985,0.01880268007516861,44.390957282604354
474,0.03824745491147041,0.07122725993394852,0.032979805022478104,86.22744990173831
475,0.02046027220785618,0.05811256542801857,0.03765229322016239,184.02635525887555
476,0.01828085631132126,0.04231680929660797,0.024035952985286713,131.48154865372115
477,0.0757017508149147,0.10054488480091095,0.024843133985996246,32.81711944382358
478,0.019512411206960678,0.043605685234069824,0.024093274027109146,123.47666196433136
479,0.0036630979739129543,0.011645078659057617,0.007981980685144663,217.90246239628254
480,0.018293816596269608,0.04386243224143982,0.025568615645170212,139.76643698496488
481,0.03778480738401413,0.07173054665327072,0.03394573926925659,89.8396514881223
482,0.023151421919465065,0.054427389055490494,0.03127596713602543,135.09307223039062
483,0.013150905258953571,0.027941729873418808,0.014790824614465237,112.47001117580977
484,0.04603026807308197,0.07989807426929474,0.03386780619621277,73.5772516954302
485,0.04047269746661186,0.06461340188980103,0.024140704423189163,59.64688773982547
486,0.061842307448387146,0.06771067529916763,0.005868367850780487,9.489244649673134
487,0.00974219013005495,0.04238027334213257,0.03263808321207762,335.01792488516674
488,0.02434239163994789,0.06467163562774658,0.04032924398779869,165.67494510939937
489,0.010965700261294842,0.02304719388484955,0.012081493623554707,110.17530422747586
490,0.03457849472761154,0.06580560654401779,0.03122711181640625,90.30789819624752
491,0.018647518008947372,0.038563646376132965,0.019916128367185593,106.80310568746746
492,0.05001461133360863,0.07248196750879288,0.02246735617518425,44.92158506505623
493,0.024575363844633102,0.045019228011369705,0.020443864166736603,83.18844960336668
494,0.02674310840666294,0.07433478534221649,0.04759167693555355,177.9586584022382
495,0.014635259285569191,0.025864005088806152,0.011228745803236961,76.7239280434809
496,0.06789883971214294,0.1069415807723999,0.03904274106025696,57.5013376160456
497,0.023042310029268265,0.05065973103046417,0.027617421001195908,119.85526176028512
498,0.02012144960463047,0.041934456676244736,0.021813007071614265,108.40673758710963
499,0.008522924967110157,0.04037043824791908,0.031847513280808926,373.66882148684886
500,0.014621690846979618,0.03335464373230934,0.018732952885329723,128.11755549597987
501,0.017068907618522644,0.033699601888656616,0.016630694270133972,97.43268076562124
502,0.026828326284885406,0.05175017565488815,0.024921849370002747,92.89379108246222
