Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Norm_Type,Group_Norm_Groups,Total_Params_Per_Model,Blur_Kernel_Size,Blur_Sigma,Blur_Loss_Beta,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
1D CNN Residual + GroupNorm + Auxiliary Multiplicity Head (10-fold ensemble),"(64, 128, 256, 128, 64)","(1, 2, 4, 2, 1)",9,reflect,GroupNorm,8,1787463,9,2.0,0.2,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,41,"[39, 53, 35, 46, 32, 33, 31, 42, 47, 46]",20,8.0,mean,10,16,0.001,0.0006065234076231718,6.687538412460273e-05,0.0007115191605407744,0.00010546555108902303,0.42522196158950704,0.07098502195488621,0.32597122708956394,0.128554272657583,0.0006734070484526455,0.34128961196312535,0.00849616527557373,0.9096633195877075,0.00045467138988897204,0.5676485151052475,0.004923666827380657,0.9206402118389423,36.8421052631579,266,183,51,0.0011667647574944212,32.66657727775345,0.7151732417179827,106.33799786511923,69.9878073517864,0.7767728962420758,0.9330836456856202,0.024842522005375515
