Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,280,19.008825526137134,33.30343035457185,0.0021971571428571323
0.02,1473,304,20.63815342837746,35.107505853337265,0.0032764177631578848
0.05,1473,333,22.60692464358452,37.55667908896476,0.005784417417417411
