Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,499,33.87644263408011,51.00606207995092,0.0019521603206412766
0.02,1473,526,35.709436524100475,53.65140088350668,0.002696640684410637
0.05,1473,555,37.67820773930754,55.41092103277705,0.004130538738738734
