Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,13,13,0.0007515384615384659,65.0
451,0.02,20,13,13,0.0007515384615384659,65.0
451,0.05,20,13,13,0.0007515384615384659,65.0
452,0.01,86,9,8,0.003053749999999855,9.30232558139535
452,0.02,86,9,8,0.003053749999999855,9.30232558139535
452,0.05,86,9,9,0.008139999999999863,10.465116279069768
453,0.01,2,2,2,0.0,100.0
453,0.02,2,2,2,0.0,100.0
453,0.05,2,2,2,0.0,100.0
454,0.01,9,5,4,0.0006102499999999789,44.44444444444444
454,0.02,9,5,4,0.0006102499999999789,44.44444444444444
454,0.05,9,5,4,0.0006102499999999789,44.44444444444444
455,0.01,22,12,10,0.0007329999999999614,45.45454545454545
455,0.02,22,12,11,0.002441818181818151,50.0
455,0.05,22,12,11,0.002441818181818151,50.0
456,0.01,58,15,14,0.002092857142857087,24.137931034482758
456,0.02,58,15,15,0.0027666666666666135,25.862068965517242
456,0.05,58,15,15,0.0027666666666666135,25.862068965517242
457,0.01,34,22,21,0.0022090476190476474,61.76470588235294
457,0.02,34,22,22,0.002663181818181845,64.70588235294117
457,0.05,34,22,22,0.002663181818181845,64.70588235294117
458,0.01,30,9,9,0.0005433333333332908,30.0
458,0.02,30,9,9,0.0005433333333332908,30.0
458,0.05,30,9,9,0.0005433333333332908,30.0
459,0.01,43,16,15,0.0019533333333333403,34.883720930232556
459,0.02,43,16,16,0.0030518749999999817,37.2093023255814
459,0.05,43,16,16,0.0030518749999999817,37.2093023255814
460,0.01,1,1,1,0.0,100.0
460,0.02,1,1,1,0.0,100.0
460,0.05,1,1,1,0.0,100.0
461,0.01,18,11,10,0.0014659999999999673,55.55555555555556
461,0.02,18,11,11,0.0031081818181817726,61.111111111111114
461,0.05,18,11,11,0.0031081818181817726,61.111111111111114
462,0.01,27,12,11,0.002884545454545498,40.74074074074074
462,0.02,27,12,12,0.0038650000000000073,44.44444444444444
462,0.05,27,12,12,0.0038650000000000073,44.44444444444444
463,0.01,39,11,11,0.0024399999999999977,28.205128205128204
463,0.02,39,11,11,0.0024399999999999977,28.205128205128204
463,0.05,39,11,11,0.0024399999999999977,28.205128205128204
464,0.01,37,20,18,0.00298388888888886,48.648648648648646
464,0.02,37,20,19,0.0038547368421052615,51.351351351351354
464,0.05,37,20,20,0.004882499999999979,54.054054054054056
465,0.01,97,21,17,0.002297117647058807,17.52577319587629
465,0.02,97,21,19,0.0037256842105262786,19.587628865979383
465,0.05,97,21,20,0.004759899999999967,20.61855670103093
466,0.01,14,13,11,0.0011100000000000049,78.57142857142857
466,0.02,14,13,12,0.0026450000000000085,85.71428571428571
466,0.05,14,13,12,0.0026450000000000085,85.71428571428571
467,0.01,39,20,17,0.0028735882352941425,43.58974358974359
467,0.02,39,20,17,0.0028735882352941425,43.58974358974359
467,0.05,39,20,20,0.006470550000000031,51.282051282051285
468,0.01,32,13,11,0.0015536363636363681,34.375
468,0.02,32,13,12,0.0024416666666666753,37.5
468,0.05,32,13,13,0.0039438461538462,40.625
469,0.01,11,6,6,0.002441666666666601,54.54545454545455
469,0.02,11,6,6,0.002441666666666601,54.54545454545455
469,0.05,11,6,6,0.002441666666666601,54.54545454545455
470,0.01,16,8,8,0.002136250000000006,50.0
470,0.02,16,8,8,0.002136250000000006,50.0
470,0.05,16,8,8,0.002136250000000006,50.0
471,0.01,71,17,13,0.002441307692307719,18.309859154929576
471,0.02,71,17,13,0.002441307692307719,18.309859154929576
471,0.05,71,17,16,0.007934000000000024,22.535211267605632
472,0.01,89,22,14,0.0033137857142857075,15.730337078651685
472,0.02,89,22,16,0.0053406874999999965,17.97752808988764
472,0.05,89,22,21,0.011625904761904763,23.59550561797753
473,0.01,24,18,17,0.00043058823529411723,70.83333333333333
473,0.02,24,18,17,0.00043058823529411723,70.83333333333333
473,0.05,24,18,18,0.002033888888888866,75.0
474,0.01,41,18,16,0.0024425625000000645,39.02439024390244
474,0.02,41,18,16,0.0024425625000000645,39.02439024390244
474,0.05,41,18,17,0.0035912352941177106,41.46341463414634
475,0.01,7,6,6,0.0016300000000000203,85.71428571428571
475,0.02,7,6,6,0.0016300000000000203,85.71428571428571
475,0.05,7,6,6,0.0016300000000000203,85.71428571428571
476,0.01,16,10,10,0.00048799999999999956,62.5
476,0.02,16,10,10,0.00048799999999999956,62.5
476,0.05,16,10,10,0.00048799999999999956,62.5
477,0.01,92,20,15,0.00292933333333331,16.304347826086957
477,0.02,92,20,16,0.003966874999999981,17.391304347826086
477,0.05,92,20,19,0.008608947368421029,20.652173913043477
478,0.01,32,8,8,0.0003049999999999997,25.0
478,0.02,32,8,8,0.0003049999999999997,25.0
478,0.05,32,8,8,0.0003049999999999997,25.0
479,0.01,1,1,1,0.0,100.0
479,0.02,1,1,1,0.0,100.0
479,0.05,1,1,1,0.0,100.0
480,0.01,19,10,10,0.0007319999999999994,52.63157894736842
480,0.02,19,10,10,0.0007319999999999994,52.63157894736842
480,0.05,19,10,10,0.0007319999999999994,52.63157894736842
481,0.01,45,14,12,0.0018308333333333742,26.666666666666668
481,0.02,45,14,13,0.002628461538461575,28.88888888888889
481,0.05,45,14,14,0.004359285714285756,31.11111111111111
482,0.01,14,13,5,0.0034159999999999967,35.714285714285715
482,0.02,14,13,10,0.01025299999999998,71.42857142857143
482,0.05,14,13,11,0.01154090909090908,78.57142857142857
483,0.01,8,5,5,0.0,62.5
