Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,2,0,,0.0
451,0.02,20,2,0,,0.0
451,0.05,20,2,0,,0.0
452,0.01,86,16,10,0.0021961999999999928,11.627906976744185
452,0.02,86,16,12,0.0040684999999999845,13.953488372093023
452,0.05,86,16,13,0.006760307692307672,15.116279069767442
453,0.01,2,1,0,,0.0
453,0.02,2,1,1,0.012210000000000498,50.0
453,0.05,2,1,1,0.012210000000000498,50.0
454,0.01,9,4,1,0.0024399999999999977,11.11111111111111
454,0.02,9,4,1,0.0024399999999999977,11.11111111111111
454,0.05,9,4,1,0.0024399999999999977,11.11111111111111
455,0.01,22,7,1,0.0024400000000002198,4.545454545454546
455,0.02,22,7,2,0.010985000000000134,9.090909090909092
455,0.05,22,7,3,0.017086666666666767,13.636363636363637
456,0.01,58,32,9,0.0029822222222222194,15.517241379310345
456,0.02,58,32,11,0.004880909090909173,18.96551724137931
456,0.05,58,32,24,0.02044625,41.37931034482759
457,0.01,34,6,2,0.004884999999999806,5.882352941176471
457,0.02,34,6,2,0.004884999999999806,5.882352941176471
457,0.05,34,6,5,0.019529999999999957,14.705882352941176
458,0.01,30,0,0,,0.0
458,0.02,30,0,0,,0.0
458,0.05,30,0,0,,0.0
459,0.01,43,16,4,0.0006099999999999994,9.30232558139535
459,0.02,43,16,5,0.003906000000000098,11.627906976744185
459,0.05,43,16,7,0.013601428571428669,16.27906976744186
460,0.01,1,3,1,0.007329999999999615,100.0
460,0.02,1,3,1,0.007329999999999615,100.0
460,0.05,1,3,1,0.007329999999999615,100.0
461,0.01,18,4,2,0.0012199999999999989,11.11111111111111
461,0.02,18,4,3,0.00732666666666663,16.666666666666668
461,0.05,18,4,3,0.00732666666666663,16.666666666666668
462,0.01,27,13,2,0.006099999999999994,7.407407407407407
462,0.02,27,13,2,0.006099999999999994,7.407407407407407
462,0.05,27,13,5,0.02490199999999998,18.51851851851852
463,0.01,39,5,4,0.003054999999999808,10.256410256410257
463,0.02,39,5,4,0.003054999999999808,10.256410256410257
463,0.05,39,5,4,0.003054999999999808,10.256410256410257
464,0.01,37,14,6,0.0024399999999999977,16.216216216216218
464,0.02,37,14,6,0.0024399999999999977,16.216216216216218
464,0.05,37,14,8,0.010679999999999967,21.62162162162162
465,0.01,97,80,49,0.0022914285714285745,50.51546391752577
465,0.02,97,80,56,0.00396680357142857,57.7319587628866
465,0.05,97,80,61,0.00736370491803279,62.88659793814433
466,0.01,14,3,1,0.002449999999999619,7.142857142857143
466,0.02,14,3,1,0.002449999999999619,7.142857142857143
466,0.05,14,3,3,0.02197333333333325,21.428571428571427
467,0.01,39,11,6,0.0004066666666666663,15.384615384615385
467,0.02,39,11,8,0.004271250000000004,20.512820512820515
467,0.05,39,11,10,0.010741999999999984,25.641025641025642
468,0.01,32,1,1,0.0,3.125
468,0.02,32,1,1,0.0,3.125
468,0.05,32,1,1,0.0,3.125
469,0.01,11,9,1,0.0,9.090909090909092
469,0.02,11,9,1,0.0,9.090909090909092
469,0.05,11,9,2,0.021970000000000045,18.181818181818183
470,0.01,16,0,0,,0.0
