Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,235,15.953835709436524,19.324303053659694,0.00257635319148935
0.02,1473,279,18.940936863543786,23.633765758605264,0.004602774193548387
0.05,1473,353,23.964697895451458,29.673448204670926,0.011155784702549573
