Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm
451,Matched,3.7341499999999996,Quartet,3.7422059999999995,Multiplet,0.008055999999999841
451,Matched,4.721705,Doublet,4.685085,Doublet,0.0366200000000001
451,Matched,7.023553333333333,Multiplet,6.998327499999999,Quartet,0.025225833333333725
451,Matched,7.237585,Quartet,7.2637100000000006,Multiplet,0.026125000000000398
451,Matched,8.45463,Singlet,8.44731,Triplet,0.007319999999999993
451,Missed,1.2557033333333332,Triplet,,,
451,Spurious,,,0.052897400000000004,Triplet,
451,Spurious,,,0.15136799999999997,Triplet,
451,Spurious,,,0.219728,Singlet,
451,Spurious,,,0.31372225,Quartet,
451,Spurious,,,0.358889,Singlet,
451,Spurious,,,0.49560800000000005,Doublet,
451,Spurious,,,0.549319,Singlet,
451,Spurious,,,0.596927,Doublet,
451,Spurious,,,0.6579619999999999,Doublet,
451,Spurious,,,0.7080115,Doublet,
451,Spurious,,,0.777592,Doublet,
451,Spurious,,,0.8973570000000001,Multiplet,
451,Spurious,,,1.1535694444444442,Multiplet,
451,Spurious,,,1.36719,Singlet,
451,Spurious,,,1.4087,Singlet,
451,Spurious,,,1.4931014285714286,Multiplet,
451,Spurious,,,1.58692,Singlet,
451,Spurious,,,1.63087,Singlet,
451,Spurious,,,1.690685,Doublet,
451,Spurious,,,1.7366599999999999,Triplet,
451,Spurious,,,1.85304,Doublet,
451,Spurious,,,1.9531333333333334,Triplet,
451,Spurious,,,2.01661,Singlet,
451,Spurious,,,2.092295,Doublet,
451,Spurious,,,2.160655,Doublet,
451,Spurious,,,2.2985949999999997,Doublet,
451,Spurious,,,2.38771,Triplet,
451,Spurious,,,2.4593233333333333,Triplet,
451,Spurious,,,2.53908,Singlet,
451,Spurious,,,2.5984833333333337,Triplet,
451,Spurious,,,2.686785,Doublet,
451,Spurious,,,2.72951,Singlet,
451,Spurious,,,2.80519,Singlet,
451,Spurious,,,2.862156666666667,Triplet,
451,Spurious,,,2.9521620000000004,Multiplet,
451,Spurious,,,3.0411933333333327,Triplet,
451,Spurious,,,3.1956300000000004,Multiplet,
451,Spurious,,,3.4531420000000006,Multiplet,
451,Spurious,,,3.52297,Singlet,
451,Spurious,,,3.56447,Singlet,
451,Spurious,,,3.67433,Singlet,
451,Spurious,,,3.79885,Singlet,
451,Spurious,,,3.912781111111111,Multiplet,
451,Spurious,,,4.03811,Singlet,
