Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,484,32.858112695179905,40.4804101874551,0.0037529297520661185
0.02,1473,593,40.25797691785472,49.70140505345137,0.0058544721753794274
0.05,1473,766,52.00271554650374,62.582872770339414,0.012037909921671022
