Fold,Epoch,Train_Loss_MSE,Val_Loss_MSE
1,1,0.0014384806854650378,0.0014595056418329477
1,2,0.0012498560827225447,0.0012699738144874573
1,3,0.0011318926699459553,0.0011545044835656881
1,4,0.0010532361920922995,0.001076793996617198
1,5,0.0010041253408417106,0.0010289300698786974
1,6,0.0009755031205713749,0.0010007309028878808
1,7,0.0009592671412974596,0.0009842797880992293
1,8,0.0009500460000708699,0.0009755385690368712
1,9,0.0009445862378925085,0.0009691360173746943
1,10,0.0009411009959876537,0.0009655866306275129
1,11,0.0009387119207531214,0.0009626803221181035
1,12,0.0009370560292154551,0.0009608151740394533
1,13,0.0009356520604342222,0.0009593194117769599
1,14,0.0009343959391117096,0.0009577504242770374
1,15,0.000933328818064183,0.0009564074571244419
2,1,0.0014365118695423007,0.0014873191248625517
2,2,0.001245497609488666,0.001302118063904345
2,3,0.0011259911116212606,0.0011861869134008884
2,4,0.0010472959838807583,0.0011106642195954919
2,5,0.0009990977123379707,0.0010653743520379066
2,6,0.0009709422593005002,0.0010396840516477823
2,7,0.0009549208334647119,0.0010249160695821047
2,8,0.0009457855485379696,0.0010163594270125031
2,9,0.0009403497679159045,0.0010112974559888244
2,10,0.000936893920879811,0.0010077436454594135
2,11,0.0009346278384327888,0.0010051971767097712
2,12,0.0009330447646789253,0.0010033710859715939
2,13,0.0009318140801042318,0.0010015338193625212
2,14,0.0009308153530582786,0.0010003838688135147
2,15,0.0009299902012571692,0.0009997610468417406
3,1,0.0014407308772206306,0.0014400755753740668
3,2,0.001251567155122757,0.0012533171102404594
3,3,0.0011335074668750167,0.0011354999151080847
3,4,0.0010558037320151925,0.0010583701077848673
3,5,0.0010069037089124322,0.0010106466943398118
3,6,0.0009782391134649515,0.0009828091133385897
3,7,0.0009618137846700847,0.0009669649298302829
3,8,0.0009522343170829117,0.0009582489728927612
3,9,0.0009465087205171585,0.0009525438654236495
3,10,0.0009430224890820682,0.0009491406963206828
3,11,0.0009406685712747276,0.0009466675110161304
3,12,0.0009390608174726367,0.0009450552752241492
3,13,0.0009379043476656079,0.0009439808200113475
3,14,0.0009369131876155734,0.0009428866324014962
3,15,0.0009361276170238853,0.0009419008856639266
4,1,0.0014343590009957552,0.0014989508781582117
4,2,0.0012460139114409685,0.0013113303575664759
4,3,0.0011280883336439729,0.001193864969536662
4,4,0.0010492575820535421,0.0011149371275678277
4,5,0.0010000966722145677,0.0010653649223968387
4,6,0.0009713324252516031,0.0010366612114012241
4,7,0.0009550195536576211,0.0010210314067080617
4,8,0.0009456261759623885,0.0010118696372956038
4,9,0.000939992896746844,0.0010069042909890413
4,10,0.000936393509618938,0.0010037771426141262
4,11,0.0009340966353192925,0.0010017134482041001
4,12,0.0009325053542852402,0.001000469084829092
4,13,0.0009313087211921811,0.0009995769942179322
4,14,0.0009303863625973463,0.0009987412486225367
