Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,523,35.50577053632043,53.30435032863758,0.002077116634799229
0.02,1473,544,36.93143245078072,54.6732124179461,0.002584851102941175
0.05,1473,559,37.94976238968092,55.63916004542801,0.003323431127012521
