Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,495,33.60488798370672,50.70879753683228,0.0017559797979797849
0.02,1473,530,35.980991174473864,53.83387214358932,0.002611899999999992
0.05,1473,558,37.88187372708757,55.56367454605894,0.0041434874551971234
