Model_Type,Residual_Channels,Dilation_Channels,Skip_Channels,Kernel_Size,Dilation_Cycle,N_Stacks,Receptive_Field_Radius_Points,Padding_Mode,Norm_Type,Group_Norm_Groups,Total_Params_Per_Model,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Weight_Decay,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
"WaveNet (van den Oord et al. 2016 adaptation, 10-fold ensemble)",64,64,128,3,"(1, 2, 4, 8, 16, 32)",2,252,"reflect (non-causal, adapted from source causal convs)",GroupNorm (not in source),8,465351,8.0,0.5,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",0.0001,0.5,7,150,36,"[28, 27, 22, 31, 49, 30, 55, 42, 38, 36]",20,mean,10,16,0.001,7.895476664998569e-05,1.9527849477696052e-05,0.0004473206790862605,5.507473682982025e-05,0.9189153313195264,0.01907872388025568,0.6155991623136733,0.04629584754540392,0.0004166968574281782,0.6321614934847906,0.0035209942143410444,0.9751728177070618,0.0002981151337735355,0.7404717149642798,0.0029675238765776157,0.9860464242788461,50.9375,320,129,43,0.0008088810144727176,24.742580532480925,0.8854402203659396,31.50747738350972,16.585400821151232,0.8808517982999753,1.0775329672621972,0.00560724401488167
