Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,32,1,0.004889999999999839,5.0
451,0.02,20,32,1,0.004889999999999839,5.0
451,0.05,20,32,3,0.02441666666666668,15.0
452,0.01,86,38,8,0.003966750000000005,9.30232558139535
452,0.02,86,38,9,0.005696000000000059,10.465116279069768
452,0.05,86,38,16,0.01815800000000002,18.6046511627907
453,0.01,2,32,1,0.007330000000000503,50.0
453,0.02,2,32,1,0.007330000000000503,50.0
453,0.05,2,32,1,0.007330000000000503,50.0
454,0.01,9,38,4,0.005492500000000011,44.44444444444444
454,0.02,9,38,4,0.005492500000000011,44.44444444444444
454,0.05,9,38,5,0.00976520000000003,55.55555555555556
455,0.01,22,38,0,,0.0
455,0.02,22,38,0,,0.0
455,0.05,22,38,1,0.04394000000000009,4.545454545454546
456,0.01,58,32,3,0.0048799999999999955,5.172413793103448
456,0.02,58,32,5,0.009764000000000106,8.620689655172415
456,0.05,58,32,8,0.02288750000000006,13.793103448275861
457,0.01,34,38,2,0.0048799999999999955,5.882352941176471
457,0.02,34,38,2,0.0048799999999999955,5.882352941176471
457,0.05,34,38,2,0.0048799999999999955,5.882352941176471
458,0.01,30,32,1,0.009759999999999991,3.3333333333333335
458,0.02,30,32,4,0.014037499999999814,13.333333333333334
458,0.05,30,32,4,0.014037499999999814,13.333333333333334
459,0.01,43,38,0,,0.0
459,0.02,43,38,1,0.017090000000000494,2.3255813953488373
459,0.05,43,38,4,0.03357125000000008,9.30232558139535
460,0.01,1,34,1,0.004889999999999617,100.0
460,0.02,1,34,1,0.004889999999999617,100.0
460,0.05,1,34,1,0.004889999999999617,100.0
461,0.01,18,39,7,0.004187428571428635,38.888888888888886
461,0.02,18,39,8,0.005494000000000054,44.44444444444444
461,0.05,18,39,12,0.014242666666666718,66.66666666666667
462,0.01,27,32,0,,0.0
462,0.02,27,32,0,,0.0
462,0.05,27,32,0,,0.0
463,0.01,39,35,2,0.006104999999999805,5.128205128205129
463,0.02,39,35,3,0.008949999999999866,7.6923076923076925
463,0.05,39,35,5,0.01757799999999996,12.820512820512821
464,0.01,37,35,1,0.002449999999999841,2.7027027027027026
464,0.02,37,35,1,0.002449999999999841,2.7027027027027026
464,0.05,37,35,2,0.0232,5.405405405405405
465,0.01,97,39,4,0.005493249999999977,4.123711340206185
465,0.02,97,39,6,0.008545500000000003,6.185567010309279
465,0.05,97,39,7,0.01046357142857143,7.216494845360825
466,0.01,14,35,2,0.0012199999999999989,14.285714285714286
466,0.02,14,35,4,0.007935000000000025,28.571428571428573
466,0.05,14,35,4,0.007935000000000025,28.571428571428573
467,0.01,39,38,2,0.004885000000000028,5.128205128205129
467,0.02,39,38,3,0.009766666666666701,7.6923076923076925
467,0.05,39,38,5,0.01855680000000006,12.820512820512821
468,0.01,32,32,0,,0.0
468,0.02,32,32,0,,0.0
468,0.05,32,32,0,,0.0
469,0.01,11,38,3,0.0056966666666668315,27.272727272727273
469,0.02,11,38,4,0.007935000000000247,36.36363636363637
469,0.05,11,38,5,0.010742000000000163,45.45454545454545
470,0.01,16,32,1,0.004890000000000061,6.25
470,0.02,16,32,2,0.012209999999999832,12.5
470,0.05,16,32,2,0.012209999999999832,12.5
471,0.01,71,38,1,0.007330000000000059,1.408450704225352
471,0.02,71,38,1,0.007330000000000059,1.408450704225352
471,0.05,71,38,1,0.007330000000000059,1.408450704225352
472,0.01,89,38,2,0.0012199999999999989,2.247191011235955
472,0.02,89,38,5,0.010742000000000007,5.617977528089888
472,0.05,89,38,6,0.015462166666666685,6.741573033707865
473,0.01,24,32,6,0.0052916666666666945,25.0
473,0.02,24,32,12,0.01017291666666669,50.0
473,0.05,24,32,13,0.012770384615384643,54.166666666666664
474,0.01,41,38,0,,0.0
474,0.02,41,38,0,,0.0
474,0.05,41,38,2,0.02685450000000006,4.878048780487805
475,0.01,7,32,0,,0.0
475,0.02,7,32,0,,0.0
475,0.05,7,32,0,,0.0
476,0.01,16,32,1,0.009770000000000056,6.25
476,0.02,16,32,2,0.01464999999999983,12.5
476,0.05,16,32,2,0.01464999999999983,12.5
477,0.01,92,38,6,0.003255000000000082,6.521739130434782
477,0.02,92,38,6,0.003255000000000082,6.521739130434782
477,0.05,92,38,12,0.01464958333333341,13.043478260869565
478,0.01,32,32,1,0.0024399999999999977,3.125
478,0.02,32,32,4,0.011597499999999816,12.5
478,0.05,32,32,4,0.011597499999999816,12.5
479,0.01,1,34,1,0.002449999999999619,100.0
479,0.02,1,34,1,0.002449999999999619,100.0
479,0.05,1,34,1,0.002449999999999619,100.0
480,0.01,19,38,1,0.007319999999999993,5.2631578947368425
480,0.02,19,38,3,0.011389999999999937,15.789473684210526
480,0.05,19,38,6,0.017495,31.57894736842105
481,0.01,45,38,1,0.0,2.2222222222222223
481,0.02,45,38,2,0.008545000000000247,4.444444444444445
481,0.05,45,38,2,0.008545000000000247,4.444444444444445
482,0.01,14,32,0,,0.0
482,0.02,14,32,0,,0.0
482,0.05,14,32,0,,0.0
483,0.01,8,32,1,0.0024399999999999977,12.5
483,0.02,8,32,2,0.007325000000000026,25.0
483,0.05,8,32,2,0.007325000000000026,25.0
484,0.01,42,38,2,0.002440999999999971,4.761904761904762
484,0.02,42,38,4,0.010375999999999996,9.523809523809524
484,0.05,42,38,6,0.01668283333333335,14.285714285714286
485,0.01,23,32,1,0.007319999999999993,4.3478260869565215
485,0.02,23,32,1,0.007319999999999993,4.3478260869565215
485,0.05,23,32,2,0.020750000000000046,8.695652173913043
486,0.01,20,35,0,,0.0
486,0.02,20,35,0,,0.0
486,0.05,20,35,0,,0.0
