Fold,Epoch,Train_MSE,Val_MSE,Train_R2,Val_R2,Train_AuxAcc,Val_AuxAcc
1,1,0.02868717722594738,0.0012373682111501694,-36.690932861669566,-0.3309055116441515,0.4253225067515432,0.9187825520833334
1,2,0.0011124862357974052,0.0009720621164888144,-0.2748631396411378,-0.03897034459643894,0.8829360773533951,0.8896701388888889
1,3,0.001058507477864623,0.001405150629580021,-0.1924193685437426,-0.48112079567379423,0.8777012201003086,0.8924424913194444
1,4,0.0012901214649900794,0.0009372888598591089,-0.49274694639959454,-0.007582815488179525,0.8791341145833333,0.8984917534722222
1,5,0.0010240330593660474,0.0009647796396166086,-0.14064533283681047,-0.0262996859020657,0.8836015866126543,0.9255750868055556
1,6,0.001097589498385787,0.0010747109772637486,-0.2088374524940679,-0.15282526281144884,0.9045096691743827,0.8942708333333333
1,7,0.0011416750494390726,0.0011669860687106848,-0.2664414143856661,-0.20205265018675062,0.906542365933642,0.918603515625
1,8,0.001135129714384675,0.0010018744505941868,-0.2789417655379684,-0.06170036925209893,0.9159252025462963,0.9108344184027778
1,9,0.00109362811781466,0.00099870003759861,-0.20232987918971498,-0.01948744191063775,0.9142065731095679,0.9329644097222223
1,10,0.0009706885321065784,0.0009943684563040733,-0.04760252649401441,0.014373548825581868,0.9210051359953704,0.9258138020833333
1,11,0.0010411795228719711,0.0009049275540746748,-0.10085241779868985,0.0909857432047526,0.9191960841049382,0.9288302951388889
1,12,0.0009991014376282692,0.000887617003172636,-0.09415909037177946,0.07294590605629815,0.9190116222993827,0.9172146267361111
1,13,0.0009725519339554012,0.0009214928722940385,-0.038469707671506904,0.09201342397265964,0.9210262345679012,0.9377278645833333
1,14,0.0008852053433656693,0.0011983930598944426,0.040803926520877415,-0.3005456116464403,0.9204288435570988,0.9243109809027777
1,15,0.0009060573065653443,0.0008465383434668183,0.04944069164770621,0.1658826231956482,0.9231487509645062,0.9235514322916667
1,16,0.0008942000567913055,0.0009436039836145937,0.05325387701576139,0.024440790547264946,0.9213831018518519,0.9228841145833333
1,17,0.00091781304217875,0.0008071191259659827,0.03036377106183841,0.22520702017678154,0.9252700617283951,0.9372016059027778
1,18,0.0007969490252435207,0.0010446826927363873,0.19449718248696976,-0.08006337351269192,0.9258083767361112,0.9390407986111111
1,19,0.0008640654850751162,0.0006821171846240759,0.11335934415275668,0.35276578929689195,0.9284252025462963,0.9339301215277778
1,20,0.0008590079378336668,0.000805989489890635,0.12533554133073782,0.23313071860207452,0.9276107976466049,0.927490234375
1,21,0.0008246149518527091,0.0009251226438209414,0.1372005577440615,0.07982912725872464,0.9274709442515432,0.9305447048611111
1,22,0.0008055820362642407,0.0008337547769770026,0.19555560497590052,0.2063218421406216,0.9282980082947531,0.9349934895833333
1,23,0.0008034166530705988,0.0007939407369121909,0.20202882334038064,0.19407082663642036,0.9296019000771605,0.929443359375
1,24,0.0008441666141152382,0.0008235861314460635,0.1313464238319868,0.19402294688754612,0.9319004388503086,0.9315375434027777
1,25,0.0007404803181998432,0.0010726028122007847,0.26678387500621653,-0.06942331790924072,0.931201171875,0.9377278645833333
1,26,0.0008532661013305187,0.0007107258425094187,0.13150955674089032,0.3138306074672275,0.9339373553240741,0.9358669704861111
1,27,0.0008299751207232475,0.0007226476445794106,0.1507097754949405,0.31459623840120104,0.9325249565972222,0.9321614583333333
1,28,0.0006747629377059639,0.0010186221916228533,0.35362393385098306,-0.06325713925891452,0.935304542824074,0.935205078125
1,29,0.0007400311296805739,0.0008057141676545143,0.27357307422308275,0.18155863417519463,0.9362473476080246,0.9440755208333333
1,30,0.0007443861104547977,0.000828934891615063,0.2701188423015453,0.19510573546091717,0.9388810522762345,0.9421332465277777
1,31,0.0007662026910111308,0.0007477509207092226,0.2296431107285582,0.2557211756706238,0.9335865162037037,0.9339029947916667
1,32,0.0007423755596391857,0.0007795576239004731,0.23669368793934953,0.22660499943627252,0.9391541280864197,0.9437934027777778
1,33,0.0007219911203719676,0.0007177317747846246,0.2823091534920681,0.3067863980929057,0.9397581500771605,0.9457736545138888
1,34,0.0007806967478245497,0.0007772666867822409,0.20172014192298607,0.1718248036172655,0.9393018180941358,0.9465603298611112
1,35,0.0007710091886110604,0.0006957825971767306,0.21146480404300455,0.32097336848576863,0.9388774353780864,0.9462782118055556
1,36,0.0006964558851905167,0.0006446103798225522,0.3274082594447666,0.37518467638227676,0.9434636622299383,0.9487413194444444
1,37,0.0006940203020349145,0.0006482033059000969,0.32107717328601415,0.36240450938542684,0.9451479311342592,0.9519259982638889
1,38,0.0006899157306179404,0.0006386545137502253,0.3084510736995273,0.38156064483854507,0.9450171199845679,0.9503472222222222
1,39,0.0006699574296362698,0.0006234640604816377,0.353961608292144,0.3994268748495314,0.9474169319058642,0.9513400607638889
1,40,0.000698820105753839,0.0006335137877613306,0.3235081760971634,0.3734829028447469,0.9464693045910494,0.9485297309027778
1,41,0.0006607510149478912,0.0007125602569431067,0.3691142158743776,0.30896127223968506,0.9464518229166666,0.9493218315972223
1,42,0.0007130953017622232,0.0006265752017498016,0.3068998039504628,0.3928424384858873,0.9468532986111111,0.9495062934027778
1,43,0.0006826062453910708,0.0006461275042966008,0.3405870748154911,0.37831679979960126,0.9464168595679012,0.94765625
1,44,0.0006686298293061554,0.0006992999115027487,0.355918245256683,0.3221903536054823,0.9478401089891976,0.9475965711805555
1,45,0.0006711981259286404,0.0008447020081803203,0.35919614456318044,0.1568998760647244,0.9493091724537037,0.9547743055555555
1,46,0.0006953515112400055,0.0006732061738148332,0.330316537839395,0.3534273756874932,0.9485538435570988,0.9506781684027777
1,47,0.0006573144346475601,0.0006718236254528165,0.3660737744084111,0.33337657584084407,0.9503303433641975,0.9539333767361111
1,48,0.000667985004838556,0.0007341247983276844,0.3628375204992883,0.3105713605880737,0.9514190297067902,0.9521864149305556
1,49,0.0006945948116481304,0.0006095848511904478,0.35079401702056695,0.4339337137010362,0.9530574845679012,0.9542263454861111
1,50,0.0006326198345050216,0.0007096607005223632,0.4050256375913267,0.3222428149647183,0.9536379967206791,0.955859375
1,51,0.0006728747393935919,0.0006679589860141277,0.36506561129181475,0.35327773756451075,0.9534842785493827,0.9565646701388889
1,52,0.0006588463438674808,0.000733388471417129,0.36525435462410066,0.30778037309646605,0.9542812017746913,0.9553819444444445
1,53,0.0006434239912778139,0.0007132330210879445,0.3975259429142799,0.32957794666290285,0.9543722270447531,0.9582953559027778
1,54,0.0006316350772976875,0.0008403774700127542,0.40866973488419145,0.17144566906823053,0.9549666039737654,0.9590060763888889
1,55,0.0006353084463626146,0.0008152602822519839,0.40285054533569903,0.2079267938931783,0.956102309992284,0.957470703125
1,56,0.0006627938710153103,0.0007225517183542252,0.3752292568300977,0.2978582819302877,0.9559841579861111,0.9582953559027778
1,57,0.0006260379450395703,0.0007666875026188791,0.40534701465088646,0.26229501962661744,0.9564236111111111,0.9591851128472222
1,58,0.0006357773090712726,0.0007547850254923105,0.40253732528215574,0.274523135026296,0.9568709008487655,0.95986328125
1,59,0.0006165854865685105,0.0008121752180159092,0.4227720220883687,0.19763513803482055,0.9576768663194445,0.9607259114583333
1,60,0.0006329739699140191,0.0007386014913208783,0.40387326066876633,0.2856417417526245,0.957738353587963,0.9612738715277778
1,61,0.0006234284956008196,0.0007147209253162146,0.41775197659009766,0.3194136738777161,0.9581078800154321,0.9609537760416667
1,62,0.0006231442675925791,0.0007630407344549894,0.4167357780315258,0.25732245180341934,0.9585774739583334,0.9604546440972223
1,63,0.0005987210315652192,0.0008170665823854506,0.4444840051509716,0.20064170095655653,0.9584804205246914,0.961474609375
1,64,0.0006155692972242832,0.0007922574877738953,0.42481394829573454,0.22498944335513646,0.9591622058256173,0.9607476128472222
1,65,0.0006205708486959338,0.0007418591994792223,0.4212943701096523,0.29119153552585175,0.9588909384645061,0.9609592013888889
1,66,0.0006028283387422562,0.0007753960089758039,0.4413185274159467,0.2434134085973104,0.9591899353780864,0.9620225694444444
1,67,0.0006109769456088543,0.0007570084417238832,0.4307316409216987,0.26668549378712975,0.9594382957175925,0.9622775607638889
1,68,0.0005946265300735831,0.0008019580272957683,0.44720520149042575,0.21442963149812486,0.9598367573302469,0.9620713975694445
1,69,0.0006086408393457532,0.0007987538701854646,0.43199561966790095,0.2143167601691352,0.9596667631172839,0.9630425347222222
2,1,0.0170036181807518,0.0013652016641572118,-23.69103183908227,-0.5786356237199571,0.667969955632716,0.8418674045138889
2,2,0.0010025945957750082,0.0010852887062355876,-0.11390539525467673,-0.1728315061993069,0.8712281780478395,0.8523600260416667
