Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,296,20.095044127630686,35.81207710767258,0.002094733108108107
0.02,1473,314,21.31704005431093,37.22500292423482,0.0028843248407643277
0.05,1473,355,24.100475220638153,40.390792019137066,0.006038005633802814
