Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Norm_Type,Group_Norm_Groups,Total_Params_Per_Model,Blur_Kernel_Size,Blur_Sigma,Blur_Loss_Beta,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
1D CNN Residual + GroupNorm + Auxiliary Multiplicity Head (10-fold ensemble),"(64, 128, 256, 128, 64)","(1, 2, 4, 2, 1)",9,reflect,GroupNorm,8,1787463,9,2.0,0.2,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,43,"[49, 31, 40, 74, 40, 53, 29, 35, 36, 36]",20,8.0,mean,10,16,0.001,0.0006162187492009252,8.029887785583714e-05,0.0007365637982729822,0.00017601393561871104,0.4164540183544159,0.07327287853746774,0.30272789743211537,0.173619185310973,0.0007031511049717665,0.24209536268160894,0.00673700962215662,0.921602725982666,0.000447608414106071,0.5748654993680807,0.005062225740402937,0.9255324143629807,33.098591549295776,284,165,39
