Model_Type,Num_Layers,Num_Initial_Filters,Filter_Size,Merge_Filter_Size,Bottleneck_Length,Norm_Type,Group_Norm_Groups,Total_Params_Per_Model,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Weight_Decay,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
"Wave-U-Net (Stoller, Ewert & Dixon 2018 adaptation, 10-fold ensemble)",7,24,25,5,32,GroupNorm (not in source),8,3313077,8.0,0.5,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",0.0001,0.5,7,150,83,"[73, 96, 69, 69, 73, 91, 86, 58, 93, 120]",20,mean,10,16,0.001,0.0001975506958842743,4.649908997359206e-05,0.0005256137286778539,6.583881643158304e-05,0.7826136044366859,0.049534797962442714,0.5096876430511476,0.051254574995831116,0.0005705176736228168,0.3864420365828734,0.01430152915418148,0.9768207669258118,0.0003811971691902727,0.6304167188130892,0.010226511396467686,0.9845768855168269,45.16129032258065,341,108,37,0.0009580662377080347,34.22862379191972,0.8260203799118665,402.64165832034683,317.2794480889025,0.8135780776632636,1.2753243782767205,0.07404041385155084
