Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,0,0.0,0.0,
0.02,1473,0,0.0,0.0,
0.05,1473,0,0.0,0.0,
