Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,432,29.327902240325866,47.41740575146138,0.0014522916666666638
0.02,1473,443,30.074677528852682,48.59079976163166,0.001835081264108349
0.05,1473,449,30.482009504412762,49.024314305211675,0.0021803140311804007
