Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Norm_Type,Group_Norm_Groups,Total_Params_Per_Model,Blur_Kernel_Size,Blur_Sigma,Blur_Loss_Beta,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
1D CNN Residual + GroupNorm + Auxiliary Multiplicity Head (10-fold ensemble),"(64, 128, 256, 128, 64)","(1, 2, 4, 2, 1)",9,reflect,GroupNorm,8,1787463,9,2.0,0.2,0.5,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",0.5,7,150,57,"[56, 83, 55, 42, 58, 30, 75, 49, 46, 72]",20,8.0,mean,10,16,0.001,0.00014397484046639873,6.527756936867142e-05,0.00044410623668227344,6.664363190555232e-05,0.8632241943588962,0.059400973022517636,0.6126388721995883,0.05364658428029457,0.00038738560397177935,0.6460073406879718,0.002976558869704604,0.9740413427352905,0.0003068973892368376,0.73067873945603,0.0025594073813408613,0.9846754807692307,52.758620689655174,290,159,31,0.0007624285530443464,20.516551593012988,0.8643404826538881,18.155725220605177,16.61982684499261,0.894532206896011,0.9316895581720694,0.004856019639059305
