Model_Type,Input_Channels,Input_Features,Spectrum_Length,Channels,Dilations,Kernel_Size,Normalization,Residual_Blocks,Normalization_Layer,Dropout,Parameters,Loss,Weight_alpha,Blur_beta,Derivative_weight,Shift_loss_weight,Batch_size,Learning_rate,Folds,Ensemble,Test_time_shift_augmentation,Test_MSE,Test_MAE,Test_R2
1D Residual CNN,5,"60MHz,90MHz,difference,average,gradient",4096,"(48, 96, 192, 96, 48)","(1, 2, 4, 8, 4)",9,log1p + global scaling,True,GroupNorm,0.15,1006129,weighted MSE + blur + derivative + shift correlation,4.0,0.3,0.1,0.1,16,0.001,10,median,True,5.087329191155732e-05,0.0010907038813456893,0.5701521508968793
