Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,490,33.26544467073999,50.846899341880395,0.0021523693877551027
0.02,1473,514,34.894772572980315,53.13656066261173,0.0027975700389105086
0.05,1473,532,36.11676849966056,53.9227008450281,0.0037308684210526333
