Model_Type,Num_Layers,Num_Initial_Filters,Filter_Size,Merge_Filter_Size,Bottleneck_Length,Norm_Type,Group_Norm_Groups,Total_Params_Per_Model,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Weight_Decay,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
"Wave-U-Net (Stoller, Ewert & Dixon 2018 adaptation, 10-fold ensemble)",6,24,25,5,64,GroupNorm (not in source),8,2203005,8.0,0.5,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",0.0001,0.5,7,150,65,"[57, 62, 70, 80, 85, 52, 63, 69, 65, 45]",20,mean,10,16,0.001,0.000244776216277387,4.526871705844771e-05,0.0005495032208273187,6.323745323648955e-05,0.7402950809031357,0.04574886974570623,0.486397938993242,0.05836712576932614,0.0006959246238693595,0.22984984058600205,0.016848530620336533,0.9752854704856873,0.0003947130171582103,0.6134060724423482,0.010471431538462639,0.9822810246394231,40.97421203438395,349,100,32,0.001076700166701726,41.512252173364246,0.8053484818308515,414.00754421602903,319.16780050068144,0.8194992681393317,1.3572748585575778,0.07471942022899752
