Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Transformer_Dropout,N_Bins,Bin_Size,Positional_Encoding,Total_Params_Per_Model,Gradient_Clip_Norm,LR_Scheduler_Factor,LR_Scheduler_Patience,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
"Transformer (Johnson & Tipirneni-Sajja 2024 adaptation, 10-fold ensemble)",128,4,3,512,0.1,64,64,False,669120,1.0,0.5,10,0.0,0.0,0.05,"{'None': 0.4092000126838684, 'Singlet': 8.184700012207031, 'Doublet': 8.184700012207031, 'Triplet': 8.184700012207031, 'Quartet': 8.184700012207031, 'Multiplet': 8.184700012207031}",300,228,"[243, 217, 237, 273, 280, 249, 157, 210, 193, 216]",25,mean,10,32,0.001,0.00040439447620883585,6.285785863429813e-05,0.0007189226744230837,5.964718138784045e-05,0.579350594414605,0.06842762043525775,0.26187920623355443,0.04836724279871144,0.0007575068157166243,0.1721343340782019,0.005118526052683592,0.9782339334487915,0.0005903439014218748,0.36341494894944704,0.0037402792368084192,0.9901076096754807,33.1578947368421,190,259,32,0.0014613589284157283,27.858107211218297,0.6420981211165544,28.065259327571912,22.82713036394051,0.8261883140699732,0.6456344762047379,0.01199144337359151
