Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Dropout,Input_Channels,Bin_Size_Input_Dim,N_Bins_Per_Channel,Positional_Encoding,Total_Params_Final_Model,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Folds,Batch_Size,Optimizer,Loss_Function,Ensemble_Used,N_Train_Pool,N_Test,Mean_CV_Train_Loss,Mean_CV_Val_Loss,Std_CV_Val_Loss,Mean_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
"Transformer (Johnson & Tipirneni-Sajja 2024, unmodified hyperparameters; 60/90 MHz as separate channels concatenated per bin) + Softplus",128,4,3,512,0.1,2,32,128,False,607264,300,140,"[145, 115, 163, 137, 120, 161, 162, 121, 128, 147]",25,10,32,Adam (default lr),MSELoss,False,450,52,0.00033064620777746134,0.0005797720749655532,7.784462590158385e-05,0.6752116296173614,0.47840248465538027,0.03401999992727706,0.0005047550657764077,0.4952349914954259,0.004924665205180645,35.15981735159817,219,230,36
