Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,347,23.557365919891378,38.096007833953166,0.0029336772334293986
0.02,1473,394,26.748133061778685,42.8389040318928,0.0044922005076142215
0.05,1473,462,31.364562118126273,47.54053977058849,0.008787919913419925
