architecture,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std
"(5, 5, 5)",0.0009005093714222312,1.4139637940004507e-05,0.0024723879469092935,0.004346776411206899,0.0376700971275568,0.012298727129399755,-1.701816359348595,4.76769931574246
