Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,505,34.28377460964019,51.75970625321485,0.0019482217821782143
0.02,1473,535,36.3204344874406,54.07284529594524,0.0027516280373831763
0.05,1473,557,37.81398506449423,55.60336665360903,0.0038395691202872534
