Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Uses_Residual_Blocks,Total_Params_Per_Model,Blur_Kernel_Size,Blur_Sigma,Blur_Loss_Beta,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE
1D CNN Residual (10-fold ensemble),"(64, 128, 256, 128, 64)","(1, 2, 4, 2, 1)",9,reflect,True,1784001,9,2.0,0.3,0.5,7,100,55,"[53, 78, 57, 46, 67, 67, 21, 39, 53, 69]",20,8.0,mean,10,32,0.001,0.00023624845780432225,6.841594301558111e-05,0.0004620916966814548,6.166783071659275e-05,0.7718895843588276,0.05750672425310028,0.6020057129859925,0.06719176165734284,0.0003971559344790876,0.6255626426293299,0.003673518542200327,0.0003232691087760031,0.7101273399132949,0.0033144219778478146
