architecture,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std
"(20, 20, 20)",0.0007857671298552305,2.606985976256197e-05,0.008002455753739923,0.02054724193750511,0.16024821996688843,0.028037728797816956,-7.753804605826735,22.534295705593017
