Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Uses_Residual_Blocks,Total_Params_Per_Model,Blur_Kernel_Size,Blur_Sigma,Blur_Loss_Beta,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE
1D CNN Residual (10-fold ensemble),"(64, 128, 256, 128, 64)","(1, 2, 4, 2, 1)",9,reflect,TRUE,1784001,9,2,0.3,0.5,7,150,68,"[63, 118, 59, 41, 28, 44, 87, 55, 73, 107]",20,8,mean,10,16,0.001,0.000133793,5.739741288725929e-05,0.00041092,4.2157752847029695e-05,0.8631713013442948,0.053330624,0.6512480705314212,0.042819826510630085,0.000367602,0.6724468721793249,0.003303681,0.000292601,0.7473385895674045,0.002941206
