Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,1,0,,0.0
451,0.02,20,1,0,,0.0
451,0.05,20,1,0,,0.0
452,0.01,86,7,5,0.0034159999999999967,5.813953488372093
452,0.02,86,7,5,0.0034159999999999967,5.813953488372093
452,0.05,86,7,6,0.007730000000000015,6.976744186046512
453,0.01,2,2,0,,0.0
453,0.02,2,2,0,,0.0
453,0.05,2,2,0,,0.0
454,0.01,9,2,0,,0.0
454,0.02,9,2,1,0.01709000000000005,11.11111111111111
454,0.05,9,2,1,0.01709000000000005,11.11111111111111
455,0.01,22,14,0,,0.0
455,0.02,22,14,0,,0.0
455,0.05,22,14,0,,0.0
456,0.01,58,3,0,,0.0
456,0.02,58,3,0,,0.0
456,0.05,58,3,2,0.040280000000000094,3.4482758620689653
457,0.01,34,10,2,0.0024400000000002198,5.882352941176471
457,0.02,34,10,2,0.0024400000000002198,5.882352941176471
457,0.05,34,10,4,0.02075249999999995,11.764705882352942
458,0.01,30,2,0,,0.0
458,0.02,30,2,0,,0.0
458,0.05,30,2,0,,0.0
459,0.01,43,2,0,,0.0
459,0.02,43,2,1,0.012199999999999989,2.3255813953488373
459,0.05,43,2,2,0.01831000000000005,4.651162790697675
460,0.01,1,0,0,,0.0
460,0.02,1,0,0,,0.0
460,0.05,1,0,0,,0.0
461,0.01,18,1,1,0.0024399999999999977,5.555555555555555
461,0.02,18,1,1,0.0024399999999999977,5.555555555555555
461,0.05,18,1,1,0.0024399999999999977,5.555555555555555
462,0.01,27,2,0,,0.0
462,0.02,27,2,0,,0.0
462,0.05,27,2,0,,0.0
463,0.01,39,4,1,0.0,2.5641025641025643
463,0.02,39,4,1,0.0,2.5641025641025643
463,0.05,39,4,2,0.024415000000000076,5.128205128205129
464,0.01,37,21,7,0.005228571428571424,18.91891891891892
464,0.02,37,21,8,0.006406250000000058,21.62162162162162
464,0.05,37,21,11,0.014869090909090922,29.72972972972973
465,0.01,97,9,0,,0.0
465,0.02,97,9,1,0.014639999999999986,1.0309278350515463
