Metric,Value
N_Matched_Resonances_Integrated,348.0
Mean_Absolute_Area_Error,0.000951718979236809
Mean_Absolute_Percent_Error_pct,34.28682300619756
Median_Absolute_Percent_Error_pct,25.53847570546135
Area_R2,0.8771351358157572
Area_Correlation,0.94252401554228
Integration_Margin_ppm,0.02
