Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,11,11,0.0008881818181818233,55.0
451,0.02,20,11,11,0.0008881818181818233,55.0
451,0.05,20,11,11,0.0008881818181818233,55.0
452,0.01,86,12,11,0.002886545454545354,12.790697674418604
452,0.02,86,12,11,0.002886545454545354,12.790697674418604
452,0.05,86,12,12,0.006715166666666568,13.953488372093023
453,0.01,2,2,2,0.0,100.0
453,0.02,2,2,2,0.0,100.0
453,0.05,2,2,2,0.0,100.0
454,0.01,9,5,4,0.0006102499999999789,44.44444444444444
454,0.02,9,5,4,0.0006102499999999789,44.44444444444444
454,0.05,9,5,4,0.0006102499999999789,44.44444444444444
455,0.01,22,12,9,0.0008144444444444016,40.90909090909091
455,0.02,22,12,10,0.0024419999999999663,45.45454545454545
455,0.05,22,12,11,0.0044399999999999796,50.0
456,0.01,58,14,13,0.0018776923076922769,22.413793103448278
456,0.02,58,14,14,0.0026149999999999706,24.137931034482758
456,0.05,58,14,14,0.0026149999999999706,24.137931034482758
457,0.01,34,19,18,0.0020355555555555682,52.94117647058823
457,0.02,34,19,19,0.002570526315789485,55.88235294117647
457,0.05,34,19,19,0.002570526315789485,55.88235294117647
458,0.01,30,10,10,0.0014659999999999229,33.333333333333336
458,0.02,30,10,10,0.0014659999999999229,33.333333333333336
458,0.05,30,10,10,0.0014659999999999229,33.333333333333336
459,0.01,43,16,15,0.0021160000000000068,34.883720930232556
459,0.02,43,16,16,0.0032043749999999815,37.2093023255814
459,0.05,43,16,16,0.0032043749999999815,37.2093023255814
460,0.01,1,1,1,0.0,100.0
460,0.02,1,1,1,0.0,100.0
460,0.05,1,1,1,0.0,100.0
461,0.01,18,7,7,0.00034857142857142823,38.888888888888886
461,0.02,18,7,7,0.00034857142857142823,38.888888888888886
461,0.05,18,7,7,0.00034857142857142823,38.888888888888886
462,0.01,27,12,10,0.0029279999999999974,37.03703703703704
462,0.02,27,12,12,0.004881666666666599,44.44444444444444
462,0.05,27,12,12,0.004881666666666599,44.44444444444444
463,0.01,39,12,12,0.003051666666666638,30.76923076923077
463,0.02,39,12,12,0.003051666666666638,30.76923076923077
463,0.05,39,12,12,0.003051666666666638,30.76923076923077
464,0.01,37,19,17,0.00258588235294115,45.945945945945944
464,0.02,37,19,18,0.003527222222222225,48.648648648648646
464,0.05,37,19,19,0.004626315789473666,51.351351351351354
465,0.01,97,18,17,0.002440823529411773,17.52577319587629
465,0.02,97,18,17,0.002440823529411773,17.52577319587629
465,0.05,97,18,18,0.0036613333333333437,18.556701030927837
466,0.01,14,12,10,0.0012199999999999989,71.42857142857143
466,0.02,14,12,10,0.0012199999999999989,71.42857142857143
466,0.05,14,12,11,0.0031063636363636393,78.57142857142857
467,0.01,39,18,17,0.0033024117647058953,43.58974358974359
467,0.02,39,18,18,0.0037972777777777683,46.15384615384615
467,0.05,39,18,18,0.0037972777777777683,46.15384615384615
468,0.01,32,17,15,0.0014653333333333703,46.875
468,0.02,32,17,17,0.0028723529411765055,53.125
468,0.05,32,17,17,0.0028723529411765055,53.125
