Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,514,34.894772572980315,52.563725581433644,0.0020092490272373502
0.02,1473,541,36.72776646300068,54.67251693408912,0.0027167523105360385
0.05,1473,561,38.085539714867615,55.983375681459094,0.0037601122994652338
