Model_Type,Channels,Dilations,Kernel_Size,Padding_Mode,Uses_Residual_Blocks,Dropout_Rate,Weight_Decay,Total_Params_Per_Model,Blur_Kernel_Size,Blur_Sigma,Blur_Loss_Beta,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Weight_Alpha,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Calibration_Slope,Calibration_Intercept,Calibration_Fit_R,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_Raw_MSE,Test_Single_Raw_R2,Test_Single_Raw_MAE,Test_Single_Calibrated_MSE,Test_Single_Calibrated_R2,Test_Single_Calibrated_MAE,Test_Ensemble_Raw_MSE,Test_Ensemble_Raw_R2,Test_Ensemble_Raw_MAE,Test_Ensemble_Calibrated_MSE,Test_Ensemble_Calibrated_R2,Test_Ensemble_Calibrated_MAE
"1D CNN Residual, Regularised (10-fold ensemble, calibrated)","(64, 128, 256, 128, 64)","(1, 2, 4, 2, 1)",9,reflect,True,0.15,0.0001,1784001,9,2.0,0.3,0.5,7,150,63,"[94, 63, 83, 70, 14, 52, 71, 65, 33, 80]",20,8.0,mean,10,16,0.001,0.7174672680978222,0.0014314007901093497,0.7698357655284379,0.0002512733219191432,7.477981236276345e-05,0.0004308617732021958,5.131566886899597e-05,0.7572030107033105,0.0663505004883214,0.6273125743865966,0.042857578247751264,0.00038653836236335337,0.6453892554228122,0.003162458073347807,0.0007091623041987234,0.29037652785962015,0.0038259379935037413,0.00031517684692516923,0.7176056848122523,0.0028485485818237066,0.0004885853507890256,0.5202214837994351,0.003156650877233757
