Model_Type,Channels,Kernel_Size,Total_Params,Epochs,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE
1D CNN,"(32, 64, 128, 64, 32)",9,186145,100,10,16,0.001,0.0004177594819338992,1.4176036731040794e-05,0.0005093300394946709,7.747353025831093e-05,0.6353563084572922,0.016064870377021662,0.5587831785943772,0.07491858310925154,0.0005023481207899749,0.527333948474664,0.0037802280858159065
