Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,177,12.016293279022403,18.32740921337322,0.002041412429378534
0.02,1473,197,13.374066530889342,20.871331508708074,0.0034081116751269267
0.05,1473,232,15.750169721656484,23.946517117618644,0.007755728448275878
