Model_Type,Architecture,Norm_Type,Group_Norm_Groups,Total_Params,Weight_Alpha,Derivative_Loss_Lambda,Aux_Loss_Weight,Aux_Class_Weights,LR_Scheduler_Factor,LR_Scheduler_Patience,Max_Epochs_Per_Fold,Final_Epochs_Used,Best_Epoch_Per_Fold,Early_Stop_Patience,Ensemble_Method,Folds,Batch_Size,Learning_Rate,Mean_CV_Train_MSE,Std_CV_Train_MSE,Mean_CV_Val_MSE,Std_CV_Val_MSE,Mean_CV_Train_R2,Std_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_Single_MSE,Test_Single_R2,Test_Single_MAE,Test_Single_Aux_PointAcc,Test_Ensemble_MSE,Test_Ensemble_R2,Test_Ensemble_MAE,Test_Ensemble_Aux_PointAcc,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances,Matched_Peak_Area_MAE,Matched_Peak_Area_MAPE_pct,Matched_Peak_Area_R2,Normalized_Intensity_Area_Mean_Error_pct,Normalized_Intensity_Area_Std_Error_pct,Normalized_Intensity_Area_R2,Normalized_Intensity_Area_Slope,Normalized_Intensity_Area_Intercept
Flat MLP + GroupNorm + Auxiliary Multiplicity Head (10-fold ensemble),"(5, 5, 5)",GroupNorm (adapted for flat layers),8,213087,8.0,0.5,0.3,"{'None': 0.16750000417232513, 'Singlet': 419.099609375, 'Doublet': 202.9062042236328, 'Triplet': 223.0937042236328, 'Quartet': 203.7135009765625, 'Multiplet': 82.40339660644531}",0.5,7,150,150,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150]",20,mean,10,16,0.001,0.01939676534384489,7.190232822256014e-05,0.019255718402564525,6.818950121819331e-05,-29.11443497669549,0.18504881557108646,-28.890813695059883,1.7066284464909434,0.050044767558574677,-72.46329237864568,0.21886271238327026,0.47408825159072876,0.01855206862092018,-26.129512273348293,0.13442495465278625,0.43270639272836536,23.4375,384,65,6012,0.005814656812466031,334.2268674724503,-2.7185783380253112,7059.9549771295415,6964.604146091633,,,
