Compound_ID,Tolerance_ppm,N_Simulated_Peaks,N_Predicted_Peaks,N_Matched,Mean_Position_Error_ppm,Match_Accuracy_pct
451,0.01,20,0,0,,0.0
451,0.02,20,0,0,,0.0
451,0.05,20,0,0,,0.0
452,0.01,86,26,16,0.0010682499999999998,18.6046511627907
452,0.02,86,26,17,0.0017236470588235192,19.767441860465116
452,0.05,86,26,20,0.005981950000000002,23.25581395348837
453,0.01,2,12,1,0.007330000000000503,50.0
453,0.02,2,12,2,0.0097700000000005,100.0
453,0.05,2,12,2,0.0097700000000005,100.0
454,0.01,9,9,0,,0.0
454,0.02,9,9,0,,0.0
454,0.05,9,9,1,0.03417999999999988,11.11111111111111
455,0.01,22,4,2,0.0,9.090909090909092
455,0.02,22,4,3,0.006510000000000016,13.636363636363637
455,0.05,22,4,3,0.006510000000000016,13.636363636363637
456,0.01,58,41,6,0.0024399999999999977,10.344827586206897
456,0.02,58,41,11,0.0075454545454546025,18.96551724137931
456,0.05,58,41,19,0.018888421052631655,32.758620689655174
457,0.01,34,1,0,,0.0
457,0.02,34,1,0,,0.0
457,0.05,34,1,1,0.04394000000000009,2.9411764705882355
458,0.01,30,1,1,0.0024399999999999977,3.3333333333333335
458,0.02,30,1,1,0.0024399999999999977,3.3333333333333335
458,0.05,30,1,1,0.0024399999999999977,3.3333333333333335
459,0.01,43,7,2,0.0,4.651162790697675
459,0.02,43,7,2,0.0,4.651162790697675
459,0.05,43,7,3,0.013020000000000032,6.976744186046512
460,0.01,1,3,1,0.007329999999999615,100.0
460,0.02,1,3,1,0.007329999999999615,100.0
460,0.05,1,3,1,0.007329999999999615,100.0
461,0.01,18,5,1,0.0,5.555555555555555
461,0.02,18,5,5,0.014159999999999996,27.77777777777778
461,0.05,18,5,5,0.014159999999999996,27.77777777777778
462,0.01,27,7,3,0.004886666666666706,11.11111111111111
462,0.02,27,7,4,0.006717500000000154,14.814814814814815
462,0.05,27,7,5,0.010256000000000043,18.51851851851852
463,0.01,39,4,4,0.003054999999999808,10.256410256410257
463,0.02,39,4,4,0.003054999999999808,10.256410256410257
463,0.05,39,4,4,0.003054999999999808,10.256410256410257
464,0.01,37,2,1,0.009769999999999612,2.7027027027027026
464,0.02,37,2,2,0.010990000000000055,5.405405405405405
464,0.05,37,2,2,0.010990000000000055,5.405405405405405
465,0.01,97,61,55,0.001774981818181821,56.70103092783505
465,0.02,97,61,56,0.0019613214285714325,57.7319587628866
465,0.05,97,61,57,0.002355333333333339,58.76288659793814
466,0.01,14,6,2,0.0024449999999998084,14.285714285714286
466,0.02,14,6,3,0.00569999999999989,21.428571428571427
466,0.05,14,6,6,0.02197499999999993,42.857142857142854
467,0.01,39,9,5,0.0,12.820512820512821
467,0.02,39,9,6,0.0028483333333333416,15.384615384615385
467,0.05,39,9,9,0.014650000000000003,23.076923076923077
468,0.01,32,0,0,,0.0
468,0.02,32,0,0,,0.0
468,0.05,32,0,0,,0.0
469,0.01,11,6,2,0.0048799999999999955,18.181818181818183
469,0.02,11,6,2,0.0048799999999999955,18.181818181818183
469,0.05,11,6,2,0.0048799999999999955,18.181818181818183
470,0.01,16,2,1,0.009759999999999991,6.25
470,0.02,16,2,2,0.010985000000000245,12.5
470,0.05,16,2,2,0.010985000000000245,12.5
471,0.01,71,10,0,,0.0
471,0.02,71,10,1,0.019530999999999965,1.408450704225352
471,0.05,71,10,5,0.027832000000000034,7.042253521126761
472,0.01,89,18,8,0.0036622500000000058,8.98876404494382
472,0.02,89,18,8,0.0036622500000000058,8.98876404494382
472,0.05,89,18,10,0.01074280000000002,11.235955056179776
473,0.01,24,19,15,0.0024428000000000115,62.5
473,0.02,24,19,16,0.0030532500000000143,66.66666666666667
473,0.05,24,19,17,0.005315411764705905,70.83333333333333
474,0.01,41,15,15,0.0017893333333333316,36.58536585365854
474,0.02,41,15,15,0.0017893333333333316,36.58536585365854
474,0.05,41,15,15,0.0017893333333333316,36.58536585365854
475,0.01,7,16,2,0.0024399999999999977,28.571428571428573
475,0.02,7,16,6,0.008950000000000014,85.71428571428571
475,0.05,7,16,7,0.012902857142857169,100.0
476,0.01,16,5,4,0.002442500000000014,25.0
476,0.02,16,5,4,0.002442500000000014,25.0
476,0.05,16,5,4,0.002442500000000014,25.0
477,0.01,92,18,12,0.003050833333333336,13.043478260869565
477,0.02,92,18,12,0.003050833333333336,13.043478260869565
477,0.05,92,18,13,0.005633153846153849,14.130434782608695
478,0.01,32,1,1,0.0024399999999999977,3.125
478,0.02,32,1,1,0.0024399999999999977,3.125
478,0.05,32,1,1,0.0024399999999999977,3.125
479,0.01,1,4,1,0.004889999999999617,100.0
479,0.02,1,4,1,0.004889999999999617,100.0
479,0.05,1,4,1,0.004889999999999617,100.0
480,0.01,19,0,0,,0.0
480,0.02,19,0,0,,0.0
480,0.05,19,0,0,,0.0
481,0.01,45,9,2,0.0012199999999999989,4.444444444444445
481,0.02,45,9,2,0.0012199999999999989,4.444444444444445
481,0.05,45,9,3,0.010576666666666531,6.666666666666667
482,0.01,14,7,2,0.007319999999999993,14.285714285714286
482,0.02,14,7,3,0.010576666666666826,21.428571428571427
482,0.05,14,7,6,0.024005000000000276,42.857142857142854
483,0.01,8,5,2,0.0,25.0
483,0.02,8,5,2,0.0,25.0
483,0.05,8,5,2,0.0,25.0
484,0.01,42,16,8,0.0021363750000000375,19.047619047619047
484,0.02,42,16,10,0.004395100000000041,23.80952380952381
484,0.05,42,16,12,0.008951750000000027,28.571428571428573
