Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,247,16.76849966055669,21.91170141041237,0.0022338016194331993
0.02,1473,286,19.416157501697217,26.98115939607553,0.003892692307692327
0.05,1473,340,23.08214528173795,31.931668497034188,0.00868866470588237
